1194728105, 2, , <UNAVAIL>, NAVOS, , , , , , , HIGHLINE WEST SEATTLE MENTAL HEALTH, 4, , , , , , , , PO BOX 46420, , SEATTLE, WA, 981460420, US, 2069337214, 2069337005, 2600 SW HOLDEN ST, , SEATTLE, WA, 981263505, US, 2069337214, 2069337005, 05/23/2005, 09/12/2017, , , , , JOHNSON, DAVID, MARVIN, CEO, 2069337225, 101YM0800X, 048, WA, Y, 251B00000X, , WA, N, 261QR0405X, , WA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , ED.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1285634675, 2, , <UNAVAIL>, CATHOLIC CHILDREN & FAMILY SERVICE, , , , , , , , , , , , , , , , 408 W POPLAR ST, , WALLA WALLA, WA, 993622831, US, 5095250572, 5095250576, 408 W POPLAR ST, , WALLA WALLA, WA, 993622831, US, 5095250572, 5095250576, 07/28/2005, 04/20/2008, , , , , GARCIA, RICHARD, A, DIRECTOR, 5095250572, 251V00000X, =========, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, CATHOLIC CHARITIES SPOKANE, <UNAVAIL>, MR., , MSW, , , , , , , , , , , , , , , , 
1851391056, 2, , <UNAVAIL>, ALTHEA'S FOOTWEAR SOLUTIONS INC., , , , , , , , , , , , , , , , 3102 COLBY AVE, , EVERETT, WA, 982014025, US, 4253030108, 4253032539, 3102 COLBY AVE, , EVERETT, WA, 982014025, US, 4253030108, 4253032539, 07/28/2005, 04/08/2008, , , , , SCHLUMPF, ALTHEA, MARIE, PRESIDENT,  OWNER, 4253030108, 335E00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , C. PED, , , , , , , , , , , , , , , , 
1801896873, 2, , <UNAVAIL>, CITY OF GRAND COULEE, , , , , , , , , , , , , , , , PO BOX 3510, , SILVERDALE, WA, 983833510, US, 3603947030, 3603947097, 306 MIDWAY AVENUE, , GRAND COULEE, WA, 991330180, US, 5096331150, 5096331370, 07/29/2005, 03/01/2012, , , , , PARIS, RICHARD, , AMBULANCE DIRECTOR, 5096331150, 3416L0300X, 13M05, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0028478, 01, WA, L&I-CRIME VICTIMS, 9114505, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , EMT, , , , , , , , , , , , , , , , 
1447250410, 2, , <UNAVAIL>, MOLLER ENTERPRISES INC, , , , , , , THE SUNCREST WELLNESS CENTER, 3, , , , , , , , 13013 W SUNNYVALE DR, , NINE MILE FALLS, WA, 990269319, US, 5094684770, 5094684659, 5998 HIGHWAY 291, #5, NINE MILE FALLS, WA, 990269573, US, 5094684770, 5094684659, 07/29/2005, 07/08/2007, , , , , MOLLER, MARY, DENISE, CLINICAL DIRECTOR, 5094684770, 261Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , MSN,  ARNP,  BC,  ND(C), , , , , , , , , , , , , , , , 
1326048364, 2, , <UNAVAIL>, RENTON SPORTS & SPINE PT, , , , , , , RENTON SPORTS & SPINE PT, 3, , , , , , , , 19400 108TH AVE SE, SUITE 100, KENT, WA, 980310108, US, 4259179885, 2532770737, 19400 108TH AVE SE, SUITE 100, KENT, WA, 980310108, US, 4259179885, 2532770737, 07/29/2005, 07/13/2016, , , , , JOHNSON, JOEL, M, PHYSICAL THERAPIST/CLINCI DIRECTOR, 4259179885, 225100000X, PT00002862, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4465984, 01, , AETNA, 5324J0, 01, WA, REGENCE BS, 650021468, 01, , RR MEDICARE, 7293608, 01, , CIGNA, 8351397, 05, WA, , 147035, 01, WA, DEPT OF VTT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , PT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1710988753, 2, , <UNAVAIL>, MARTHA AND MARY HEALTH SERVICES, , , , , , , , , , , , , , , , 19160 FRONT ST NE, PO BOX 127, POULSBO, WA, 983700127, US, 3607797500, , 19160 FRONT ST NE, , POULSBO, WA, 983700127, US, 3607797500, , 08/01/2005, 06/01/2017, , , , , LADENBURG, LYNETTE, L, CEO, 3607797500, 314000000X, 1216, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1216, 01, WA, NURSING HOME LICENSE, 4112165, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1528068533, 2, , <UNAVAIL>, RENTON SPORTS & SPINE PT, , , , , , , , , , , , , , , , 4361 TALBOT RD S, SUITE 100, RENTON, WA, 980556226, US, 4259179885, 4259172334, 4361 TALBOT RD S, SUITE 100, RENTON, WA, 980556226, US, 4259179885, 4259172334, 08/01/2005, 07/08/2007, , , , , JOHNSON, JOEL, M, DIRECTOR/PHYSICAL THERAPIST, 4259179885, 225100000X, PT00009793, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MISS, , PT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1437159449, 2, , <UNAVAIL>, RENTON SPORTS & SPINE PT, , , , , , , , , , , , , , , , 4361 TALBOT RD S, STE 100, RENTON, WA, 980556226, US, 4259179885, 4259172334, 4361 TALBOT RD S, STE 100, RENTON, WA, 980556226, US, 4259179885, 4259172334, 08/01/2005, 07/08/2007, , , , , JOHNSON, JOEL, M, PHYSICAL THERAPIST/CLINIC, 4259179885, 225100000X, PT00009406, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0165699, 01, WA, DEPT OF LABOR, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , PT, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1184625014, 2, , <UNAVAIL>, MEDIC REPAIR & SALES INC, , , , , , , , , , , , , , , , 2722 RUCKER AVE, , EVERETT, WA, 982013404, US, 4252526133, 4252586942, 2722 RUCKER AVE, , EVERETT, WA, 982013404, US, 4252526133, 4252586942, 08/02/2005, 07/08/2007, , , , , JONES, ROBERT, N, VICE PRESIDENT, 4252526133, 332BX2000X, 9045782, WA, X, 332B00000X, , WA, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 106183, 01, WA, L & I, 9045782, 01, WA, MEDICAID OXYGEN, 9041674, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1649271552, 2, , <UNAVAIL>, PINNACLE HEALTH CARE LLC, , , , , , , , , , , , , , , , 1460 N 16TH AVE, STE. B, YAKIMA, WA, 989027102, US, 5092480497, 5092484167, 1460 N 16TH AVE, STE. B, YAKIMA, WA, 989027102, US, 5092480497, 5092484167, 08/02/2005, 09/08/2009, , , , , DESHPANDE, ABHIJIT, G, OWNER, 5092480497, 261QS1200X, MD00033867, WA, Y, 332B00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1116938, 01, WA, DSHS, 7127699, 05, WA, , 607333500, 01, WA, OFFICE OF WORKERS COMP, 9056631, 01, WA, DME SUPPLIER FOR DSHS, P00217647, 01, WA, MEDICARE RAILROAD NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D, , , , , , , , , , , , , , , , 
1548261308, 2, , <UNAVAIL>, NORTHWEST MEDICAL SPECIALTIES PLLC, , , , , , , , , , , , , , , , 1624 S I ST, SUITE #305, TACOMA, WA, 984055016, US, 2534288700, 2536274285, 1624 S I ST, SUITE #305, TACOMA, WA, 984055016, US, 2534288700, 2536274285, 08/02/2005, 04/13/2009, , , , , NELSON, MARK, , COO, 2534288756, 261QM1300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1740281344, 2, , <UNAVAIL>, PUYALLUP DERMATOLOGY CLINIC INC P.S., , , , , , , , , , , , , , , , 929 E MAIN AVE, SUITE 210, PUYALLUP, WA, 983723116, US, 2538412453, 2538405519, 929 E MAIN AVE, SUITE 210, PUYALLUP, WA, 983723116, US, 2538412453, 2538405519, 08/03/2005, 01/26/2010, , , , , CROWE, MARK, ALLEN, PRESIDENT, 2538412453, 174400000X, MD00038522, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 53030, 01, WA, DEPT OF L&I, 7095656, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1679574479, 2, , <UNAVAIL>, FLEX PHYSICAL THERAPY, , , , , , , , , , , , , , , , 12900 NE 180TH ST, #110, BOTHELL, WA, 980115773, US, 4254834270, 4254834268, 12900 NE 180TH ST, #110, BOTHELL, WA, 980115773, US, 4254834270, 4254834268, 08/03/2005, 07/09/2007, , , , , GADDIS, PAM, , PRESIDENT/PHYSICAL THERAPIST, 4254834270, 225100000X, , WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7116486, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , P. T, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1225039811, 2, , <UNAVAIL>, GREATER LAKES MENTAL HEALTH FOUNDATION INC, , , , , , , GREATER LAKES MENTAL HEALTHCARE, 3, , , , , , , , 9330 59TH AVE SW, , LAKEWOOD, WA, 984992858, US, 2535817020, 2536205149, 9330 59TH AVE SW, , LAKEWOOD, WA, 984992858, US, 2535817020, 2536205149, 08/03/2005, 11/19/2014, , , , , EROLA, ALAN, , CFO, 2536205182, 251S00000X, 052, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1984301, 05, WA, , 1043327, 05, WA, , 7029689, 05, WA, , 9633157, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1366443921, 2, , <UNAVAIL>, VALU DRUG INC., , , , , , , , , , , , , , , , 201 E PIONEER AVE, , MONTESANO, WA, 985634514, US, 3602494444, , 201 E PIONEER AVE, , MONTESANO, WA, 985634514, US, 3602494444, , 08/04/2005, 07/09/2007, , , , , SAGEN, CHARLES, MARK, OWNER/PHARMACIST, 3602494444, 183500000X, PH00010594, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6149306, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , RPH., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1649271214, 2, , <UNAVAIL>, CITY CENTER DRUG INC, , , , , , , CITY CENTER DRUG, 3, , , , , , , , 108 E WISHKAH ST, , ABERDEEN, WA, 985206508, US, 3605325182, 3605325887, 108 E WISHKAH ST, , ABERDEEN, WA, 985206508, US, 3605325182, 3605325887, 08/04/2005, 08/13/2014, , , , , O DONNELL, PATRICK, , OWNER, 3605325182, 333600000X, , , N, 3336C0003X, CF00059225, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2106523, 01, , PK, 6027882, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1548261183, 2, , <UNAVAIL>, CONTEMPORARY MEDICAL EQUIPMENT LLC, , , , , , , , , , , , , , , , 14739 AURORA AVE N, , SHORELINE, WA, 981336547, US, 2063643318, 2063641142, 14739 AURORA AVE N, , SHORELINE, WA, 981336547, US, 2063643318, 2063641142, 08/04/2005, 07/08/2007, , , , , BARMON, SARA, A, MEMBER, 2063643318, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9037342, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MISS, , , , , , , , , , , , , , , , , , 
1922009448, 2, , <UNAVAIL>, PUBLIC HOSPITAL DISTRICT NO 3 OF WHITMAN COUNTY, , , , , , , WHITMAN HOSPITAL & MEDICAL CENTER, 3, , , , , , , , 1200 W FAIRVIEW RD, , COLFAX, WA, 991119552, US, 5093973435, 5093974713, 1200 W FAIRVIEW RD, , COLFAX, WA, 991119552, US, 5093973435, 5093974713, 08/09/2005, 05/15/2015, , , , , HEILSBERG, JAMES, J, CFO CIO, 5093973435, 282NC0060X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3365202, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1548261068, 2, , <UNAVAIL>, BATES DRUG STORES INC., , , , , , , , , , , , , , , , 3704 N NEVADA ST, , SPOKANE, WA, 992072968, US, 5094894500, 5094894330, 3704 N NEVADA ST, , SPOKANE, WA, 992072968, US, 5094894500, 5094894330, 08/09/2005, 07/09/2007, , , , , CORDIER, ROBERT, THOMAS, CEO, 5094894500, 173000000X, CF00057208, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6088801, 05, WA, , CF00057208, 01, WA, RETAIL PHARMACY LICENSE, FLOOO5793, 01, WA, PHARMACY LIESENCE NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1558362814, 2, , <UNAVAIL>, SOUND OXYGEN SERVICE INC, , , , , , , , , , , , , , , , 1449 W VALLEY HWY N, , AUBURN, WA, 980014124, US, 2539392752, 2539394135, 1449 W VALLEY HWY N, , AUBURN, WA, 980014124, US, 2539392752, 2539394135, 08/09/2005, 11/06/2017, , , , , PARNES, JOSH, Y, CEO, 8454377264, 332BX2000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9054248, 05, WA, , 807035900, 05, ID, , 1164671863, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1932100013, 2, , <UNAVAIL>, DENNIS A EDMONDS DDS INC PS, , , , , , , , , , , , , , , , 219 N 10TH ST, , MOUNT VERNON, WA, 982733330, US, 3603366193, 3603366195, 219 N 10TH ST, , MOUNT VERNON, WA, 982733330, US, 3603366193, 3603366195, 08/10/2005, 07/08/2007, , , , , EDMONDS, DENNIS, A, OWNER, 3603366193, 122300000X, DE00005415, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , DDS, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1275535247, 2, , <UNAVAIL>, FASTEX ADVANCED MOBILE IMAGING, , , , , , , , , , , , , , , , PO BOX 8051, , YAKIMA, WA, 989080051, US, 5094691903, 5094691905, 304 N 31ST AVE, , YAKIMA, WA, 989022336, US, 5099728617, 5094528418, 08/10/2005, 01/21/2011, , , , , MEYERS, PAMELA, , BILLING MANAGER, 5094691903, 335V00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7127954, 05, WA, , 0195224, 01, WA, LABOR AND INDUSTRIES, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1902808942, 2, , <UNAVAIL>, EASTSIDE CHILDREN'S THERAPY, , , , , , , , , , , , , , , , PO BOX 819, , ORTING, WA, 983600819, US, 3608936576, 3608936506, 710 NW JUNIPER ST, SUITE 106, ISSAQUAH, WA, 980272717, US, 4253922346, 4253920185, 08/10/2005, 07/09/2007, , , , , LITTLEMAN, VIKTORIA, , OWNER, 4253922346, 225XP0200X, OT00000808, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1821EA, 01, WA, REGENCE BLUE SHIELD GRP, 7680648, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , OTR/L, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1427050442, 2, , <UNAVAIL>, DIABETIC SUPPLIES COM INC, , , , , , , DIABETICSUPPLIES.COM, 3, , , , , , , , 2210 W MAIN ST, SUITE 107-388, BATTLE GROUND, WA, 986044236, US, 3607239001, 3607239030, 107 SW 13TH AVE, , BATTLE GROUND, WA, 986043122, US, 3607239001, 3607239030, 08/10/2005, 01/05/2015, , , , , LUNA, PAMELA, KAY, PRESIDENT CEO, 3607239002, 332B00000X, 602049047, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , COTA,  CPED, , , , , , , , , , , , , , , , 
1497757207, 2, , <UNAVAIL>, COUNTY OF PIERCE, , , , , , , PUGET SOUND BEHAVIORAL HEALTH, 3, , , , , , , , 3580 PACIFIC AVE, , TACOMA, WA, 984187915, US, 2537984500, , 3580 PACIFIC AVE, , TACOMA, WA, 984187915, US, 2537984500, , 08/11/2005, 10/18/2007, , , , , STEWART, DAVID, E., DIRECTOR OF HUMAN SERVICES, 2537984500, 273R00000X, PH-020, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3500337, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
