1699778704, 2, , <UNAVAIL>, WEBSTER COUNTY MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , PO BOX 312, 324 MILLER MOUNTAIN DRIVE, WEBSTER SPRINGS, WV, 26288, US, 3048475682, 3048475985, 324 MILLER MOUNTAIN DR, , WEBSTER SPRINGS, WV, 262881026, US, 3048475682, 3048475985, 05/23/2005, 07/20/2015, , , , , RIFFLE, TINA, LOUISE, CREDENTIALING, 3048475682, 282NC0060X, 1449, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1053679282, 01, WV, NPI, 1255661955, 01, WV, NPI, 1437453719, 01, WV, NPI, 1730415332, 01, WV, NPI, 1639264582, 01, WV, NPI, 1720243769, 01, WV, NPI, 1992078380, 01, WV, NPI, 1174788111, 01, WV, NPI, 1013203058, 01, WV, NPI, 1760776272, 01, WV, NPI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN, , , , , , , , , , , , , , , , 
1841291960, 2, , <UNAVAIL>, PRINCETON MEMORIAL HOSPITAL COMPANY, , , , , , , SPRINGFIELD CENTER, 3, , , , , , , , RR 1 BOX 101A, , LINDSIDE, WV, 249519612, US, 3047534332, 3047534334, JAMES MONROE DR AND US RT 219, , LINDSIDE, WV, 24951, US, 3047534332, 3047534334, 08/10/2005, 07/08/2007, , , , , SMITH, PATRICK, A, PRESIDENT, 3044253203, 314000000X, 126, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0010087000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , NHA CEO, , , , , , , , , , , , , , , , 
1588656680, 2, , <UNAVAIL>, WORK CHOICES, , , , , , , , , , , , , , , , 315 WILDWOOD DR, , CHARLESTON, WV, 253023136, US, 3043436016, 3043457411, 315 WILDWOOD DR, , CHARLESTON, WV, 253023136, US, 3043436016, 3043457411, 08/16/2005, 12/31/2012, , , , , METCALF, TODD, L, CHIEF EXECUTIVE OFFICER, 3043436016, 251B00000X, 034354, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1029-8295, 01, WV, WV STATE TAX COMMISSIONER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , QRP, , , , , , , , , , , , , , , , 
1619969722, 2, , <UNAVAIL>, TERRA ALTA COMMUNITY AMBULANCE, , , , , , , , , , , , , , , , PO BOX 129, , BUCKHANNON, WV, 262010129, US, 3044738988, 3044729849, 1124 E STATE AVE, , TERRA ALTA, WV, 267641465, US, 3047896566, 3047896566, 08/16/2005, 06/25/2009, , , , , METHENY, MARILYN, JOYCE, VICE PRESIDENT, 3047896006, 341600000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0145535000, 05, WV, , 409853600, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1619969706, 2, , <UNAVAIL>, STATE OF WEST VIRGINIA, , , , , , , JACKIE WITHROW HOSPITAL, 5, , , , , , , , 105 S EISENHOWER DR, , BECKLEY, WV, 258014929, US, 3042566600, 3042506554, 105 S EISENHOWER DR, , BECKLEY, WV, 258014929, US, 3042566600, 3042506554, 08/16/2005, 02/05/2010, , , , , PARENT, CARLA, JEAN, CHIEF FINANCIAL OFFICER, 3042566600, 313M00000X, 181, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0003978000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1205828043, 2, , <UNAVAIL>, KENOVA VOLUNTEER FIRE DEPARTMENT, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 3045227533, , 1600 PINE ST, , KENOVA, WV, 255301657, US, 3044534153, , 08/18/2005, 10/17/2012, , , , , HENDERSON, STEVE, , CHIEF, 3044534153, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0145350000, 05, WV, , 0929786, 05, OH, , =========00, 01, WV, WV WORKERS COMP, 55000301, 05, KY, , 080059000, 01, WV, BLACK LUNG, 56018559, 05, KY, , 590029255, 01, WV, RR MEDICARE, =========00, 01, OH, OH WORKERS COMP, 224282, 01, WV, CARELINK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1558353250, 2, , <UNAVAIL>, BIOMEDICAL SERVICES INC, , , , , , , , , , , , , , , , PO BOX 489, , BLUEFIELD, WV, 247010489, US, , , 122 12TH STREET EXT, , PRINCETON, WV, 247402352, US, 3044877349, , 08/18/2005, 09/23/2008, , , , , PARDASANI, GOPAL, M, PRESIDENT, 3044877349, 207ZP0102X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0011319000, 05, WV, , 267905, 01, , FEDERAL BLACK LUNG, DA1818, 01, , RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1518959246, 2, , <UNAVAIL>, GARDNER ENTERPRISES, , , , , , , NICHOLAS COUNTY EMS, 3, , , , , , , , 368 1/2 E MAIN ST, , CARLISLE, KY, 403111158, US, 8592895522, , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, , 08/18/2005, 07/08/2007, , , , , GARDNER, CHASITY, , VICE PRESIDENT, 8592895522, 3416L0300X, 1271, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1033101597, 2, , <UNAVAIL>, THERA-PHARM SOLUTIONS LLC, , , , , , , , , , , , , , , , 217 S GEORGIA AVE, , MARTINSBURG, WV, 254011915, US, 3042632254, 3042635005, 217 S GEORGIA AVE, , MARTINSBURG, WV, 254011915, US, 3042632254, 3042635005, 08/19/2005, 06/30/2008, , , , , DEHAVEN, DENVER, A, PRESIDENT/MANAGER, 3042632254, 183500000X, 003215, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , PHARM D CGP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1831181353, 2, , <UNAVAIL>, BRAXTON COUNTY EMERGENCY AMBULANCE SERVICE AUTHORITY, , , , , , , BRAXTON COUNTY EASA, 3, , , , , , , , PO BOX 129, , BUCKHANNON, WV, 262010129, US, 3044738988, 3044729849, 685 DAYS DR, , SUTTON, WV, 266019206, US, 3047655361, 3047655421, 08/19/2005, 08/08/2011, , , , , SLAUGHTER, BRENDA, SUE, BUSINESS COORDINATOR / OPS MANAGER, 3047655361, 3416L0300X, =========, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0145123000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1811980147, 2, , <UNAVAIL>, HUNTINGTON EAR NOSE & THROAT SPECIALISTS LLC, , , , , , , RIVER CITIES EAR NOSE AND THROAT SPECIALISTS PLLC, 3, , , , , , , , 1616 13TH AVENUE, SUITE 100, HUNTINGTON, WV, 257011692, US, 3045228800, 3045234303, 1616 13TH AVENUE, SUITE 100, HUNTINGTON, WV, 257011692, US, 3045228800, 3045234303, 08/23/2005, 02/12/2008, , , , , TOUMA, JOSEPH, B, MANAGING MEMBER, 3045228800, 207Y00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , D5026, 01, WV, RR MEDICARE, N2494, 01, KY, RR MEDICARE, 0010296000, 05, WV, , 65928012, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1568455509, 2, , <UNAVAIL>, PLEASANT VALLEY HOSPITAL, , , , , , , PLEASANT VALLEY PRIVATE DUTY, 3, , , , , , , , 1011 VIAND ST, , POINT PLEASANT, WV, 255501242, US, 3046757400, 3046757401, 1011 VIAND ST, , PT PLEASANT, WV, 255501242, US, 3046757400, 3046757401, 08/24/2005, 07/09/2007, , , , , HANNAN, TRINA, , DIRECTOR, 3046757400, 251E00000X, 06, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2084097, 05, OH, , 0001300006, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , RN, , , , , , , , , , , , , , , , 
1548253735, 2, , <UNAVAIL>, MOUNTAIN HOSPICE INC, , , , , , , , , , , , , , , , 1002 S CRIM AVE, , BELINGTON, WV, 262508203, US, 3048233922, 3048233926, 1002 S CRIM AVE, , BELINGTON, WV, 262508203, US, 3048233922, 3048233926, 08/24/2005, 06/24/2014, , , , , TRIMBLE, DONALD, , DIRECTOR OF OPERATIONS, 3048233922, 251G00000X, 22932194, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 511514, 01, WV, PTAN, 0005168001, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RN, , , , , , , , , , , , , , , , 
1184617003, 2, , <UNAVAIL>, BARBOURSVILLE INTERNAL MEDICINE & PEDIATRICS, , , , , , , , , , , , , , , , 4 CHATEAU LN, , BARBOURSVILLE, WV, 255041626, US, 3047364000, 3047365690, 4 CHATEAU LN, , BARBOURSVILLE, WV, 255041626, US, 3047364000, 3047365690, 08/25/2005, 10/29/2014, , , , , HARRIS, MATTHEW, WAYNE, PRESIDENT, 3047364000, 207R00000X, , , Y, 208000000X, , , N, 363LF0000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0201059000, 05, WV, , 2204877, 05, OH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1033102504, 2, , <UNAVAIL>, REPUBLIC PAGING INC., , , , , , , REPUBLIC AMBULANCE SERVICE, 3, , , , , , , , PO BOX 129, , BUCKHANNON, WV, 262010129, US, 3044738988, 3044729849, 155 OLD WHITE TRL, , WHITE SULPHUR SPRINGS, WV, 249862019, US, 3045363413, 3045363979, 08/30/2005, 07/09/2007, , , , , CARY, EVERETTE, E, OWNER/PRESIDENT, 3045363413, 341600000X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0144687000, 05, VA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1487647004, 2, , <UNAVAIL>, DYNAMIC PHYSICAL THERAPY INC, , , , , , , , , , , , , , , , 746 FAIRMONT RD, , WESTOVER, WV, 265014060, US, 3042255222, 3042255224, 746 FAIRMONT RD, , WESTOVER, WV, 265014060, US, 3042255222, 3042255224, 08/30/2005, 06/13/2008, , , , , KINKADE, LINCOLN, NATHANIEL, OWNER/PT, 3042255222, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3810002407, 05, WV, , 09043124, 01, , BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , PT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1780677203, 2, , <UNAVAIL>, MONONGALIA COUNTY BOARD OF HEALTH, , , , , , , MONONGALIA COUNTY HEALTH DEPARTMENT, 3, , , , , , , , 453 VAN VOORHIS RD, , MORGANTOWN, WV, 265053408, US, 3045985100, 3045985167, 453 VAN VOORHIS RD, , MORGANTOWN, WV, 265053408, US, 3045985100, 3045985167, 08/30/2005, 07/09/2007, , , , , STROSNIDER, JAMES, , EXECUTIVE DIRECTOR, 3045985100, 1223D0001X, , , X, 251B00000X, , , X, 251E00000X, , , X, 251K00000X, , , X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0021420007, 05, WV, , 0021420008, 05, WV, , 0021420001, 05, WV, , 0021420002, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1073506465, 2, , <UNAVAIL>, COMMUNITY HEALTH SYSTEMS INC., , , , , , , , , , , , , , , , 252 RURAL ACRES DR., , BECKLEY, WV, 25801, US, 3042528324, , 1 PHYSICIANS PLAZA, , LOCHGELLY, WV, 258669999, US, 3044693334, 3044651735, 08/31/2005, 05/30/2008, , , , , HUNT, CHARLES, , CEO, 3042522324, 261QF0400X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CO5119301, 01, WV, MEDICARE PTAN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., I, , , , , , , , , , , , , , , , , 
1659365013, 2, , <UNAVAIL>, HANS LEE MD INC, , , , , , , LEES SURGICENTER, 3, , , , , , , , 1306 KANAWHA BLVD E, SUITE 100, CHARLESTON, WV, 253013001, US, 3043421113, 3043462271, 1306 KANAWHA BLVD E, SUITE 100, CHARLESTON, WV, 253013001, US, 3043421113, 3043462271, 08/31/2005, 03/10/2009, , , , , JACKSON, THEODORE, A., PRESIDENT, 3043421113, 261QA1903X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0114231001, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, , , , , , , , , , , , , , , , 
1659365724, 2, , <UNAVAIL>, TRAVIS PHYSICAL THERAPY & SPORTS MEDICINE INC, , , , , , , , , , , , , , , , RR 1 BOX 75-3, , SALEM, WV, 264269604, US, 3047821052, 3047821053, RR 1 BOX 75-3, , SALEM, WV, 264269604, US, 3047821052, 3047821053, 09/06/2005, 09/28/2010, , , , , TRAVIS, JOHN, TODD, PRESIDENT  PHYSICAL THERAPIST, 3047821052, 208100000X, 987, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0156442000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , ATC MS PT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1952395980, 2, , <UNAVAIL>, PATHOLOGY LABORATORY MEDICINE CONSULTANTS INC, , , , , , , , , , , , , , , , PO BOX 1269, , CHAPMANVILLE, WV, 255081269, US, , , 20 HOSPITAL DR, , LOGAN, WV, 256013452, US, 3048311555, , 09/06/2005, 11/12/2007, , , , , RACADAG, ALEX, P, OWNER, 3048311555, 207ZP0102X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3810009387, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1720072739, 2, , <UNAVAIL>, WEST VIRGINIA HOME HEALTH SVCS INC, , , , , , , , , , , , , , , , 1418 MACCORKLE AVE SW, , CHARLESTON, WV, 253031331, US, 3043481203, 3043481410, 1418 MACCORKLE AVE SW, , CHARLESTON, WV, 253031331, US, 3043481203, 3043481410, 09/06/2005, 04/20/2008, , , , , COCHRAN, LAURIE, ANN, ACCOUNTS RECEIVABLE MANAGER, 3043481203, 251E00000X, 517115, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1020193, 01, , WORKERS COMPENSATION, 43466, 01, , CARELINK MEDICAID, 0001254004, 05, WV, , 483262, 01, , MAMSI LIFE & HEALTH, 7629053, 01, , AETNA, 62308, 01, , CIGNA, 214381, 01, , CARELINK, =========01, 01, , BLUE CROSS/BLUE SHIELD, 3037138, 01, , CAREMARK THERAPEUTIC, 550392395006, 01, , TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1639163538, 2, , <UNAVAIL>, WEST VIRGINIA UNIVERSITY HOSPITALS INC, , , , , , , MEDICAL CENTER PHARMACY, 3, , , , , , , , PO BOX 8100, MEDICAL CENTER DRIVE, MORGANTOWN, WV, 265068100, US, 3045984848, 3045986382, 1 MEDICAL CENTER DR, , MORGANTOWN, WV, 265061200, US, 3045984848, 3045986382, 09/07/2005, 04/04/2017, , , , , FLYNN, DAVID, , DIRECTOR,  MED CTR PHCY, 3045984848, 333600000X, SP0550189, WV, Y, 3336C0003X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0054045, 05, OH, , 2109860, 01, , PK, 1007552330009, 05, PA, , 0144432000, 05, WV, , 332306400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1780678615, 2, , <UNAVAIL>, MARION COUNTY RESCUE SQUAD INC, , , , , , , , , , , , , , , , 400 VIRGINIA AVE, , FAIRMONT, WV, 265542749, US, 3043636246, 3043630667, 400 VIRGINIA AVE, , FAIRMONT, WV, 265542749, US, 3043636246, 3043630667, 09/07/2005, 05/05/2015, , , , , ANGELUCCI, MICHAEL, JOSEPH, ADMINISTRATOR, 3043636246, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0145367000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., II, , , , , , , , , , , , , , , , , 
1588658199, 2, , <UNAVAIL>, CARDIOVASCULAR CONSULTANTS PLLC, , , , , , , PUTNAM CARDIOLOGY CLINIC, 4, , , , , , , , 1211 HOSPITAL DR, , HURRICANE, WV, 255268707, US, 3047574694, 3047574695, 1211 HOSPITAL DR, , HURRICANE, WV, 255268707, US, 3047574694, 3047574695, 09/09/2005, 07/08/2007, , , , , HAFFAR, M, YASER, PARTNER, 3047574694, 207RC0000X, 019575, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
