1619970795, 2, , <UNAVAIL>, SWEET MEDICAL CENTER INC, , , , , , , , , , , , , , , , PO BOX 309, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 419 PENNSYLVANIA ST, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 05/23/2005, 01/05/2012, , , , , PAYNE, JARED, N, EXECUTIVE DIRECTOR, 4063572403, 261QF0400X, 9791, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 730354, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MBA, , , , , , , , , , , , , , , , 
1093780702, 2, , <UNAVAIL>, BETA FACTOR HOME CARE INC, , , , , , , , , , , , , , , , 3212 BUSCH ST, , BUTTE, MT, 597013564, US, 4064940039, 4064940032, 3212 BUSCH ST, , BUTTE, MT, 597013564, US, 4064940039, 4064940032, 02/17/2006, 07/08/2007, , , , , BOYLE, DEBBIE, ANN, ADMINISTRATOR, 4064940039, 251E00000X, 10499, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , R.N BSN, , , , , , , , , , , , , , , , 
1043285760, 2, , <UNAVAIL>, CASCADE EYECARE INC, , , , , , , CASCADE OPTICIANS, 3, , , , , , , , PO BOX 2209, , GREAT FALLS, MT, 594032209, US, 4067617741, , 2 5TH ST N, , GREAT FALLS, MT, 594014010, US, 4067617741, , 02/17/2006, 11/06/2009, , , , , MEGUIRE, GERALD, E, OWNER/PRESIDENT, 4064535405, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55-00173, 05, MT, , 000029738, 01, MT, BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , OD, , , , , , , , , , , , , , , , 
1902871544, 2, , <UNAVAIL>, NORTHERN ROCKIES RADIATION ONCOLOGY CENTER LLC, , , , , , , , , , , , , , , , PO BOX 369, , BILLINGS, MT, 59103, US, 4062482212, 4062370472, 1041 N 29TH, , BILLINGS, MT, 59101, US, 4062482212, 4062370472, 02/17/2006, 07/08/2007, , , , , BROSWICK, BRUCE, I, ADMINISTRATIVE DIRECTOR, 4062370455, 261QX0203X, 10275, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0066729, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1720053283, 2, , <UNAVAIL>, NORTH VALLEY HOSPITAL MEDICAL EQUIPMENT, , , , , , , , , , , , , , , , 1600 HOSPITAL WAY, , WHITEFISH, MT, 599370000, US, 4068633500, 4068627805, 1600 HOSPITAL WAY, , WHITEFISH, MT, 599370000, US, 4068633500, 4068627805, 02/20/2006, 07/09/2007, , , , , AASVED, CRAIG, , C.E.O., 4068633500, 332BX2000X, 10361, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0561626, 05, MT, , 073318, 01, MT, NVH MEDICAL EQUIP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1952376329, 2, , <UNAVAIL>, NORTHERN MONTANA HOSPITAL, , , , , , , NORTHERN MONTANA HOSPITAL LOCUM, 3, , , , , , , , PO BOX 1231, , HAVRE, MT, 595011231, US, 4062621302, 4062651651, 30 13TH ST, , HAVRE, MT, 595015222, US, 4062621302, 4062651651, 02/21/2006, 03/10/2008, , , , , HENRY, DAVID, C, PRESIDENT/CEO, 4062621302, 208D00000X, , MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0000093751, 01, MT, BCBSMT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NORTHERN MONTANA HOSPITAL, <UNAVAIL>, MR., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1669447967, 2, , <UNAVAIL>, NORTHERN MONTANA HOSPITAL, , , , , , , NORTHERN MONTANA HOSPITAL EMERGENCY MEDICINE, 3, , , , , , , , PO BOX 1231, , HAVRE, MT, 595011231, US, 4062621302, 4062651651, 30 13TH ST, , HAVRE, MT, 595015222, US, 4062621302, 4062651651, 02/21/2006, 07/24/2009, , , , , HENRY, DAVID, C, PRESIDENT/CEO, 4062621302, 163W00000X, , , N, 207L00000X, , , N, 207PE0004X, , MT, N, 207ZP0102X, , , N, 261Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CU0829, 01, MT, MEDICARE RAILROAD GROUP, 000000641, 01, MT, BLUE CROSS BLUE SHIELD, 3501680, 05, MT, , M000009914, 01, MT, MEDICARE B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NORTHERN MONTANA HOSPITAL, <UNAVAIL>, MR., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , 
1922073907, 2, , <UNAVAIL>, GRANITE COUNTY HOSPITAL DISTRICT, , , , , , , GRANITE COUNTY MEDICAL CENTER, 4, , , , , , , , PO BOX 729, , PHILIPSBURG, MT, 598580729, US, 4068593271, 4098593011, 310 SOUTH SANSOME STREET, , PHILIPSBURG, MT, 598580729, US, 4068593271, 4098593011, 02/22/2006, 04/01/2015, , , , , STOPPLER, MARIA, ROSE, CEO/DON, 4068593271, 282NC0060X, 11197, MT, N, 282NC0060X, 11918, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN, , , , , , , , , , , , , , , , 
1821063868, 2, , <UNAVAIL>, COLSTRIP MEDICAL CENTER, , , , , , , , , , , , , , , , 6230 MAIN, , COLSTRIP, MT, 593231858, US, 4067483600, 4067483606, 6230 MAIN, , COLSTRIP, MT, 593231858, US, 4067483600, 4067483606, 02/22/2006, 07/08/2007, , , , , POOLE, JOHN, , CLINIC MANAGER, 4067483600, 207Q00000X, , MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0421107, 05, MT, , 0005603047, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1154396067, 2, , <UNAVAIL>, COUNTY OF ROSEBUD, , , , , , , COLSTRIP AMBULANCE SERVICE, 3, , , , , , , , PO BOX 998, , COLSTRIP, MT, 593230998, US, 4067483136, , 303 WILLOW AVE, , COLSTRIP, MT, 593230998, US, 4067483136, , 02/22/2006, 10/29/2007, , , , , HAGE, SHAWN, , DIRECTOR, 4067483136, 3416L0300X, 130, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0440079, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1205801172, 2, , <UNAVAIL>, COLSTRIP MEDICAL CENTER, , , , , , , , , , , , , , , , 6230 MAIN STREET, , COLSTRIP, MT, 593231858, US, 4067483600, 4067483606, 6230 MAIN STREET, , COLSTRIP, MT, 593231858, US, 4067483600, 4067483606, 02/22/2006, 07/09/2007, , , , , POOLE, JOHN, , CLINIC MANAGER, 4067483600, 332B00000X, , MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1487620852, 2, , <UNAVAIL>, NORTH VALLEY HOSPITAL INC, , , , , , , , , , , , , , , , 1600 HOSPITAL WAY, , WHITEFISH, MT, 599377849, US, 4068633500, , 1600 HOSPITAL WAY, , WHITEFISH, MT, 599377849, US, 4068633500, , 02/27/2006, 07/09/2015, , , , , SPRING, JASON, , CFO, 4068633500, 275N00000X, 10361, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3100162, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1396711396, 2, , <UNAVAIL>, COMMUNITY MEDICAL CENTER INC, , , , , , , , , , , , , , , , 2827 FORT MISSOULA RD, , MISSOULA, MT, 598047408, US, 4067284100, , 2827 FORT MISSOULA RD, , MISSOULA, MT, 598047408, US, 4067284100, , 02/28/2006, 09/01/2009, , , , , RICHHART, DAVID, , CFO, 4067284100, 282N00000X, 10002, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 95680, 01, MT, BC UB92, 0415909, 05, MT, , 00182, 01, MT, BC 1500, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , CFO, , , , , , , , , , , , , , , , 
1689641284, 2, , <UNAVAIL>, LIVINGSTON HEALTH CARE, , , , , , , LIVINGSTON HEALTHCARE HOME HEALTH AND HOSPICE, 5, , , , , , , , 320 ALPENGLOW LN, , LIVINGSTON, MT, 590478506, US, (406) 823-6430, 4068236440, 320 ALPENGLOW LN, , LIVINGSTON, MT, 590478506, US, (406) 823-6430, 4068236440, 03/02/2006, 09/28/2017, , , , , LOWE, BREN, , CEO, 4068236411, 251E00000X, 10227, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0740038, 05, MT, , 30300, 01, MT, BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1386611747, 2, , <UNAVAIL>, POWDER RIVER COUNTY, , , , , , , POWDER RIVER MANOR, 3, , , , , , , , PO BOX 719, 104 N. TRAUTMAN, BROADUS, MT, 593170719, US, 4064362646, 4064362923, 104 N. TRAUTMAN STREET, BOX 719, BROADUS, MT, 593170719, US, 4064362646, 4064362923, 03/03/2006, 11/03/2016, , , , , RHODES, LEANN, K, BUSINESS OFFICE MANAGER, 4064362646, 225100000X, , , N, 314000000X, 10072, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1184692030, 2, , <UNAVAIL>, BOZEMAN DEACONESS HEALTH SERVICES, , , , , , , BOZEMAN DEACONESS HOSPICE, 3, , , , , , , , 915 HIGHLAND BLVD, , BOZEMAN, MT, 597156902, US, 4065851099, 4065851073, 915 HIGHLAND BLVD, , BOZEMAN, MT, 597156902, US, 4065851099, 4065851073, 03/08/2006, 08/18/2009, , , , , JANES, STEVE, , HOSPICE/PALLIATIVE CARE MANAGER, 4065851089, 251G00000X, 10033, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0750126, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RN, , , , , , , , , , , , , , , , 
1932177656, 2, , <UNAVAIL>, BOZEMAN UROLOGICAL ASSOCIATES, , , , , , , , , , , , , , , , 935 HIGHLAND BLVD, SUITE 2160, BOZEMAN, MT, 597156904, US, 4065862516, 4065860048, 935 HIGHLAND BLVD, SUITE 2160, BOZEMAN, MT, 597156904, US, 4065862516, 4065860048, 03/09/2006, 07/08/2007, , , , , ROBERTSON, JAMES, BRUCE, OWNER, 4065962516, 174400000X, 7537, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1568430791, 2, , <UNAVAIL>, LIVINGSTON HEALTHCARE, , , , , , , LIVINGSTON HEALTHCARE HOSPICE, 5, , , , , , , , 320 ALPENGLOW LN, , LIVINGSTON, MT, 590478506, US, (406) 222-5030, 4062225040, 320 ALPENGLOW LN, , LIVINGSTON, MT, 590478506, US, (406) 222-5030, 4062225040, 03/14/2006, 09/28/2017, , , , , LOWE, BREN, , CEO, 4068236411, 251G00000X, 10612, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30300, 01, MT, BCBS, 750061, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1700855830, 2, , <UNAVAIL>, BRIDGERCARE, , , , , , , , , , , , , , , , 1288 N 14TH AVE, STE 201, BOZEMAN, MT, 597158535, US, 4065870681, 4065879011, 1288 N 14TH AVE, SUITE 201, BOZEMAN, MT, 597158535, US, 4065870681, 4065879011, 03/14/2006, 11/14/2017, , , , , DOMINGUEZ, MARI, , EXECUTIVE DIRECTOR, 4065870681, 261QF0050X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN, , , , , , , , , , , , , , , , 
1528037215, 2, , <UNAVAIL>, ST JAMES HEALTHCARE, , , , , , , , , , , , , , , , 400 S CLARK ST, , BUTTE, MT, 597012328, US, 4067232500, 4067232483, 400 S CLARK ST, , BUTTE, MT, 597012328, US, 4067232500, 4067232483, 03/15/2006, 01/31/2017, , , , , PALAGI, PAM, , VP,  CFO, 4067232414, 282N00000X, 13287, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0418782, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SISTERS OF CHARITY OF LEAVENWORTH HEALTH SYSTEM, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1801855044, 2, , <UNAVAIL>, DR BROTT & ASSOCIATES OD PC, , , , , , , , , , , , , , , , 4000 US HIGHWAY 93 S, , MISSOULA, MT, 598047347, US, 4062513679, 4062513715, 4000 US HIGHWAY 93 S, , MISSOULA, MT, 598047347, US, 4062513679, 4062513715, 03/17/2006, 06/24/2008, , , , , BROTT, HEIDI, G, OWNER OPTOMETRIST, 4062513679, 152W00000X, 577, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0484120, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , OD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1962461962, 2, , <UNAVAIL>, BRADLEY CHIROPRACTIC, , , , , , , , , , , , , , , , 7720 SHEDHORN DRIVE SUITE B, , BOSEMAN, MT, 597188108, US, 4065828451, 4065828471, 7720 SHEDHORN DRIVE SUITE B, , BOSEMAN, MT, 597188108, US, 4065828451, 4065828471, 03/20/2006, 07/08/2007, , , , , BRADLEY, WILLIAM, DAVID, OWNER, 4065828451, 111N00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40791, 01, MT, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1982663704, 2, , <UNAVAIL>, COUNTY OF MEAGHER, , , , , , , MEAGHER COUNTY AMBULANCE, 3, , , , , , , , 107 WEST CRAWFORD, P.O. BOX 120, WHITE SULPHUR SPRINGS, MT, 59645, US, 4065472529, 4065473388, 107 W CRAWFORD, , WHITE SULPHUR SPRINGS, MT, 59645, US, 4065472529, 4065473388, 03/21/2006, 07/08/2007, , , , , BERG, JACK, , AMBULANCE SUPERVISOR, 4065472244, 341600000X, 091, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 01572, 01, MT, BCBS, 44-5328, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1952361198, 2, , <UNAVAIL>, MARRINAN F & G INC, , , , , , , A & C DRUG, 3, , , , , , , , 523 N HIGGINS AVE, , MISSOULA, MT, 598024534, US, 4067216640, 4067217886, 523 N HIGGINS AVE, , MISSOULA, MT, 598024534, US, 4067216640, 4067217886, 03/23/2006, 07/09/2007, , , , , MARRINAN, DEBORAH, KAE, VP, 4062402471, 332B00000X, 1058, MT, X, 333600000X, 1058, MT, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0212891, 05, MT, , 5606081, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1275593410, 2, , <UNAVAIL>, DOUBLE JA LLC, , , , , , , F & G PHARMACY, 3, , , , , , , , 107 N MERRILL AVE, , GLENDIVE, MT, 593301632, US, , , 107 N MERRILL AVE, , GLENDIVE, MT, 593301632, US, 4063775665, 4063775668, 03/23/2006, 09/12/2011, , , , , AMSLER, EARNT, , OWNER, 4063775665, 3336C0003X, 1285, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0212472, 05, MT, , 0568880, 05, MT, , 2701084, 01, , NCPDP PROVIDER IDENTIFICATION NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1194785154, 2, , <UNAVAIL>, SOUND HEALTH IMAGING INC, , , , , , , , , , , , , , , , PO BOX 4168, , BUTTE, MT, 597024168, US, 4067230023, 4067238123, 435 S CRYSTAL ST, , BUTTE, MT, 597011506, US, 4067230023, 4067238123, 03/24/2006, 08/24/2017, , , , , MENDENHALL, AUDREY, L, OWNER, 4064426356, 2085R0202X, 9772, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0095771, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SOUND HEALTH IMAGING, <UNAVAIL>, MRS., , RDMS,  RVT,  RDCS, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
