1134122021, 2, , <UNAVAIL>, NEVADA CARDIOLOGY PROFESSIONAL ASSN, , , , , , , NEVADA CARDIOLOGY ASSOCIATES, 3, , , , , , , , 3121 S MARYLAND PKWY, STE 512, LAS VEGAS, NV, 891092310, US, 7027967150, 7027969071, 3121 S MARYLAND PKWY, STE 512, LAS VEGAS, NV, 891092310, US, 7027967150, 7027969071, 05/24/2005, 08/27/2014, , , , , SALYER, PETRA, , PRACTICE MANAGER, 7022331000, 207RC0000X, 175317600, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1326019688, 2, , <UNAVAIL>, RENOWN REGIONAL MEDICAL CENTER, , , , , , , RENOWN HEALTH HOME CARE, 3, , , , , , , , 3935 S MCCARRAN BLVD, , RENO, NV, 895027510, US, 7759825860, 7759825870, 3935 S MCCARRAN BLVD, , RENO, NV, 895027510, US, 7759825860, 7759825870, 01/26/2006, 07/17/2014, , , , , AHNER, DAWN, D., CFO, 7759826615, 251E00000X, 627HHA-10, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, RENOWN REGIONAL MEDICAL CENTER, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1518937820, 2, , <UNAVAIL>, RENOWN SOUTH MEADOWS MEDICAL CENTER, , , , , , , RENOWN REHABILITATION HOSPITAL, 3, , , , , , , , PO BOX 30019, , RENO, NV, 895203019, US, 7759827000, 7759827089, 1495 MILL STREET, , RENO, NV, 895021449, US, 7759823500, 7759829009, 01/26/2006, 06/30/2014, , , , , AHNER, DAWN, D., CFO, 7759826615, 273Y00000X, 657HOS-16, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 100502742, 05, NV, , 5616006, 05, NV, , 29T049, 01, CA, BLUE CROSS OF CA, CC7514, 01, NV, BLUE CROSS BLUE SHIELD, USA291780, 01, CA, BLUE SHIELD OF CA, XHSP33672, 05, CA, , 100502741, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, RENOWN SOUTH MEADOWS MEDICAL CENTER, <UNAVAIL>, MS., , , , , , , , , , , , , , , , , , 
1124098421, 2, , <UNAVAIL>, RENOWN REGIONAL MEDICAL CENTER, , , , , , , , , , , , , , , , 1155 MILL ST, CENTRAL BUSINESS OFFICE N-12, RENO, NV, 895021576, US, 7759826615, 7759828276, 1155 MILL STREET, , RENO, NV, 895021474, US, 7759824100, 7759824900, 01/26/2006, 08/20/2014, , , , , AHNER, DAWN, D., CFO, 7759824260, 282N00000X, 669HOS-13, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 290001, 01, CA, BLUE CROSS, 001216885, 05, NV, , ZZR20171F, 05, CA, , VW29000101, 01, , MEDICARE PART B, USA291780, 01, CA, WMC CALIFORNIA BLUE SHLD, 001116885, 05, NV, , CC6040, 01, NV, BCBS, HSP60171F, 05, CA, , V100176, 01, NV, MEDICARE ROSTER BILLING, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1275503591, 2, , <UNAVAIL>, RENOWN SKILLED NURSING, , , , , , , , , , , , , , , , 1835 ODDIE BLVD, , SPARKS, NV, 894313559, US, 7759825140, 7759825141, 1835 ODDIE BLVD, , SPARKS, NV, 894313559, US, 7759825140, 7759825141, 01/26/2006, 06/30/2014, , , , , AHNER, DAWN, D., CFO, 7759826615, 314000000X, 1217SNF-14, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1073584322, 2, , <UNAVAIL>, RENOWN REGIONAL MEDICAL CENTER, , , , , , , RENOWN HEALTH DIALYSIS, 3, , , , , , , , PO BOX 30006, , RENO, NV, 895203006, US, 8666910284, 8666914313, 3310 GONI RD, SUITE 171, CARSON CITY, NV, 897067917, US, 7758866450, 7759828104, 01/26/2006, 06/30/2014, , , , , AHNER, DAWN, , CFO, 7759826615, 261QE0700X, 501ESR-9, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001216885, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, RENOWN REGIONAL MEDICAL CENTER, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1982675252, 2, , <UNAVAIL>, VITALCARE HEALTH SERVICES INC, , , , , , , VITALCARE HEALTH SERVICES, 3, , , , , , , , PO BOX 9901, , CLEARFIELD, UT, 840899901, US, 8019261322, 8019261345, 170 SHADY LANE, , STATELINE, NV, 89449, US, 7755861730, 7755861830, 01/27/2006, 11/11/2010, , , , , MENCHEN, ROBIN, L, CHIEF COMPLIANCE OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3303075, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1235100322, 2, , <UNAVAIL>, VITALCARE HEALTH SERVICES INC, , , , , , , VITALCARE HEALTH SERVICES, 3, , , , , , , , PO BOX 9901, , CLEARFIELD, UT, 840899901, US, 8019261322, 8019261345, 1826 GRIMES ST, , FALLON, NV, 894063155, US, 7754281997, 7754281988, 01/28/2006, 11/11/2010, , , , , MENCHEN, ROBIN, L, CHIEF COMPLIANCE OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3301075, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1578534574, 2, , <UNAVAIL>, VITALCARE HEALTH SERVICES INC, , , , , , , VITALCARE HEALTH SERVICES, 3, , , , , , , , PO BOX 266, , MIFFLINBURG, PA, 178440266, US, 5709668030, 5709668040, 1572 COLLEGE PKWY, SUITE 162, CARSON CITY, NV, 897067985, US, 7758884040, 7758884059, 01/28/2006, 03/28/2014, , , , , MENCHEN, ROBIN, L, CHIEF COMPLIANCE OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3313075, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1295706380, 2, , <UNAVAIL>, VITALCARE HEALTH SERVICES INC, , , , , , , VITALCARE HEALTH SERVICES, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 1360 GREG ST, SUITES 103 & 104, SPARKS, NV, 894316093, US, 7758292224, 7758297286, 01/28/2006, 03/02/2016, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3316075, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1659342475, 2, , <UNAVAIL>, BENNETT MEDICAL SERVICES, , , , , , , , , , , , , , , , 2600 MILL ST, STE 600, RENO, NV, 895022103, US, 7753290799, 7753299682, 2600 MILL ST, STE 600, RENO, NV, 895022103, US, 7753290799, 7753299682, 01/30/2006, 09/18/2017, , , , , PARNES, YEHOSHUA, , AUTHORIZED OFFICIAL, 8564377264, 332B00000X, C-0165268, NV, N, 332BX2000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 003316778, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1952372708, 2, , <UNAVAIL>, STEAD DENTAL CLINIC, , , , , , , NORTH HILLS DENTAL GROUP, 3, , , , , , , , 1055 N HILLS BLVD, , RENO, NV, 895068691, US, 7756771055, 7756771081, 1055 N HILLS BLVD, , RENO, NV, 895068691, US, 7756771055, 7756771081, 01/30/2006, 09/17/2008, , , , , DEVIN, ROBERT, FRASER, OWNER, 7756771055, 1223G0001X, 2787, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , DDS, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1811968357, 2, , <UNAVAIL>, BOULDER CITY NEVADA, , , , , , , DBA BOULDER CITY FIRE DEPARTMENT, 3, , , , , , , , 1101 ELM ST, , BOULDER CITY, NV, 890052140, US, 7022939228, 7022939221, 1101 ELM ST, , BOULDER CITY, NV, 890052140, US, 7022939228, 7022939221, 02/01/2006, 11/08/2011, , , , , NICHOLSON, KEVIN, , FIRE CHIEF, 7022939228, 3416L0300X, 101, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 003202338, 05, NV, , 942616, 05, AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, BOULDER CITY NEVADA, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1831160365, 2, , <UNAVAIL>, CAROLINE A BOBBETT DDS PC, , , , , , , , , , , , , , , , 4245 E CHARLESTON BLVD, , LAS VEGAS, NV, 89104, US, 7024576787, 7024573557, 4245 E CHARLESTON BLVD, , LAS VEGAS, NV, 89104, US, 7024576787, 7024573557, 02/01/2006, 07/08/2007, , , , , BOBBETT, CAROLINE, A, DENTIST PRESIDENT, 7024576787, 122300000X, 2351, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2202147, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DDS, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1154393759, 2, , <UNAVAIL>, MIKE O'CALLAGHAN FEDERAL HOSPITAL, , , , , , , 99 MEDICAL GROUP, 5, , , , , , , , 4700 LAS VEGAS BLVD N, , NELLIS AFB, NV, 891916600, US, , , 4700 LAS VEGAS BLVD N, , NELLIS AFB, NV, 891916600, US, 7026532015, , 02/07/2006, 11/15/2010, , , , , HANSKEN, SERENA, LYNN, AIR FORCE UNIFORM BUSINESS OFFICE, 7035886419, 261QM1100X, , , N, 261QM1101X, , , N, 286500000X, , , Y, 332000000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2975742, 01, NV, NCPDP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1003889395, 2, , <UNAVAIL>, LAS VEGAS OPHTHALMOLOGY ASC LLC, , , , , , , AMERICAN SURGERY CENTERS OF LAS VEGAS, 3, , , , , , , , 2575 LINDELL RD, , LAS VEGAS, NV, 891465409, US, 7023677874, 7022276055, 2575 LINDELL RD, , LAS VEGAS, NV, 891465409, US, 7023677874, 7022276055, 02/08/2006, 05/19/2009, , , , , PAYNE, BILLIE, A, PRESIDENT, 6156651283, 261QA1903X, 456ASC-10, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 004602003, 05, NV, , 777021, 05, AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1982677191, 2, , <UNAVAIL>, LAS VEGAS EAST OPHTHALMOLOGY ASC LLC, , , , , , , SHEPHERD EYE SURGICENTER, 3, , , , , , , , 3575 PECOS MCLEOD, , LAS VEGAS, NV, 891213803, US, 7027312088, 7027347836, 3575 PECOS MCLEOD, , LAS VEGAS, NV, 891213803, US, 7027312088, 7027347836, 02/08/2006, 04/17/2013, , , , , CLENDENIN, PHILLIP, A, PRESIDENT, 6156651283, 261QA1903X, 485ASC-12, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, NV, TRIWEST HEALTHCARE ALLIAN, 4602450, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1366415622, 2, , <UNAVAIL>, RENO HEART SURGEONS, , , , , , , NEVADA HEART SURGEONS, 3, , , , , , , , 75 PRINGLE WAY, SUITE 510, RENO, NV, 895021464, US, 7757864200, 7757860508, 75 PRINGLE WAY, SUITE510, RENO, NV, 895021464, US, 7757864200, 7757860508, 02/08/2006, 01/09/2013, , , , , HUFF, JAMIE, D, MANAGER, 7757864200, 208G00000X, , NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1194798231, 2, , <UNAVAIL>, ROBERTSON & KOENIG LTD, , , , , , , DR CARL D ROBERTSON AND DR GREGORY S KOENIG OPTOMETRISTS, 3, , , , , , , , 65 N TAYLOR ST, , FALLON, NV, 894062750, US, 7754238024, 7754238593, 65 N TAYLOR ST, , FALLON, NV, 894062750, US, 7754238024, 7754238593, 02/09/2006, 04/29/2008, , , , , ROBERTSON, CARL, D, PRESIDENT, 7754238024, 152W00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 100506217, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , OD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1124091160, 2, , <UNAVAIL>, SUNRISE ANESTHESIA SERVICES LLC, , , , , , , , , , , , , , , , 3196 S MARYLAND PKWY, SUITE 101, LAS VEGAS, NV, 89109, US, 7027318099, 7027318292, 3186 S MARYLAND PKWY, , LAS VEGAS, NV, 89109, US, 7027318099, 7027318292, 02/09/2006, 09/24/2007, , , , , RYDBERG, JEFF, , CEO, 7027318099, 207L00000X, 2000656543, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , XGG007670, 05, CA, , 9570 95, 05, AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1982678462, 2, , <UNAVAIL>, BELMONT W. ANDERSON DPM LTD, , , , , , , , , , , , , , , , 1416 S JONES BLVD, , LAS VEGAS, NV, 891461231, US, 7028781400, 7028786300, 1416 S JONES BLVD, , LAS VEGAS, NV, 891461231, US, 7028781400, 7028786300, 02/14/2006, 06/17/2009, , , , , ANDERSON, BELMONT, WILLIAM, OWNER, 7028781400, 213E00000X, 0051, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2102807, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DPM, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1730153826, 2, , <UNAVAIL>, SIERRA NEVADA MEDICAL GROUP, , , , , , , , , , , , , , , , 1077 FOURTH STREET, SUITE 12, SOUTH LAKE TAHOE, CA, 96150, US, 5305435640, 5305418723, 1624 LIBRARY LANE, SUITE B, MINDEN, NV, 89423, US, 7757828186, 7757824683, 02/15/2006, 04/20/2008, , , , , JOHNSON, DAVID, HOWARD, PRESIDENT, 7757828186, 208D00000X, =========, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1962476036, 2, , <UNAVAIL>, DIAGNOSTIC CENTER OF MEDICINE, , , , , , , , , , , , , , , , 3012 S DURANGO DR, SUITE 2, LAS VEGAS, NV, 891179186, US, 7023661655, 7023854955, 3012 S DURANGO DR, SUITE 1, LAS VEGAS, NV, 891179186, US, 7023660640, 7023669075, 02/15/2006, 07/08/2007, , , , , ALLEN, LAWRENCE, M, CEO, 7023660640, 291U00000X, 1456LIC4, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, , , , , , , , , , , , , , , , 
1740254572, 2, , <UNAVAIL>, THE NORTHERN NV ENDOSCOPY ASC LLC, , , , , , , DIGESTIVE HEALTH CENTER, 3, , , , , , , , 1A BURTON HILLS BLVD, , NASHVILLE, TN, 372150000, US, 6156651283, 6152341720, 5250 KIETZKE LN, , RENO, NV, 895112037, US, 7758298855, 7758293752, 02/16/2006, 09/03/2014, , , , , CLENDENIN, PHILLIP, A, PRESIDENT, 6156651283, 261QA1903X, 470ASC-12, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2004701, 01, NV, PALMETTO GBA-TRICARE, 100503331, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1942274782, 2, , <UNAVAIL>, BETTER BREATHING NEVADA, , , , , , , , , , , , , , , , 434 S ROCK BLVD, , SPARKS, NV, 894315547, US, 7753591944, 7753591974, 434 S. ROCK BLVD., , SPARKS, NV, 89431, US, 7753591944, 7753591974, 02/16/2006, 11/27/2012, , , , , WILLIAMS, STEVEN, WAYNE, OWNER, 7753591944, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 100505382, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , OWNER, , , , , , , , , , , , , , , , 
