1083617013, 2, , <UNAVAIL>, MANCHESTER COMMUNITY HEALTH CENTER, , , , , , , , , , , , , , , , 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 05/23/2005, 06/02/2016, , , , , MCCRACKEN, KRISTEN, , PRESIDENT CEO, 6039355210, 261QF0400X, , NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3080891, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1700877271, 2, , <UNAVAIL>, TOWN OF HEBRON, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 10 GROTON RD, , HEBRON, NH, 032417121, US, 6037445584, , 11/02/2005, 10/04/2013, , , , , FISCHER, JOHN, , CHIEF, 6037445584, 341600000X, 0215, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, , TRICARE, 704452, 01, , HARVARD PILGRIM, 71Y002990NH01, 01, , ANTHEM BC, 805471, 01, , TUFTS HEALTH PLAN, 30011003, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1477544807, 2, , <UNAVAIL>, TIMBERLINE RADIOLOGY PA, , , , , , , , , , , , , , , , PO BOX 2048, , CONWAY, NH, 038182048, US, 1603860867, 1603447431, 24 PLEASANT ST, SUITE 1A, CONWAY, NH, 038186151, US, 6038608674, 6034474310, 11/03/2005, 07/09/2007, , , , , MESERVE, CLAIRE, PATRICIA, BILLING MANAGER, 6038608674, 2085R0202X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30212757, 05, NH, , 01Y002516NH02, 01, , ANTHEM-PROV.#, 708220, 01, , CIGNA-PROV.#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1598756876, 2, , <UNAVAIL>, SEACOAST PHYSICAL THERAPY SERVICES INC, , , , , , , , , , , , , , , , 11 CHESTNUT ST, , DOVER, NH, 038202734, US, 6037493366, 6037424577, 11 CHESTNUT ST, , DOVER, NH, 038202734, US, 6037493366, 6037424577, 11/04/2005, 04/20/2008, , , , , DUBOIS, CLAIRE, , PRESIDENT/OWNER, 6037493366, 174400000X, 0234, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 774, 01, , CIGNA, =========, 05, ME, , 78986, 01, , US HEALTHCARE, 65660200, 01, NH, BLUECROSS BLUE SHIELD, 398557, 01, , FIRST HEALTH, 64-00018, 01, , UNITED/METROHEALTH, 80002706, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , PHYSICAL THERAPIST, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1619968849, 2, , <UNAVAIL>, THE MEMORIAL HOSPITAL, , , , , , , NORTHERN NH ORTHOPEDICS, 3, , , , , , , , PO BOX 2250, , NORTH CONWAY, NH, 038602250, US, 6033567061, 6033563942, 3073 WHITE MOUNTAIN HWY, , NORTH CONWAY, NH, 038605111, US, 6033567061, 6033563942, 11/05/2005, 11/23/2010, , , , , MCKINNON, SCOTT, K., PRESIDENT & CEO, 6033565461, 207X00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , FACHE, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1538140660, 2, , <UNAVAIL>, ELLIOT PHYSICIANS NETWORK, , , , , , , ELLIOT PEDIATRICS AND PRIMARY CARE AT RIVERSIDE, 5, , , , , , , , 11 KIMBALL DR, ELLIOT PEDIATRICS AND PRIMARY CARE AT RIVERSIDE, HOOKSETT, NH, 031062603, US, 6036415386, 6036415387, 11 KIMBALL DR, ELLIOT PEDIATRICS AND PRIMARY CARE AT RIVERSIDE, HOOKSETT, NH, 031062603, US, 6036415386, 6036415387, 11/07/2005, 06/20/2008, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS & FINANCE, 6036634904, 207R00000X, , , Y, 208000000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CG2227, 01, NH, RR MEDICARE GROUP #, 30211437, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PHYSICIANS NETWORK, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1770564775, 2, , <UNAVAIL>, ELLIOT PHYSICIANS NETWORK, , , , , , , SENIOR HEALTH PRIMARY CARE, 3, , , , , , , , 138 WEBSTER ST, SENIOR HEALTH PRIMARY CARE, MANCHESTER, NH, 031042512, US, 6036637030, 6036637039, 138 WEBSTER ST, SENIOR HEALTH PRIMARY CARE, MANCHESTER, NH, 031042512, US, 6036637030, 6036637039, 11/08/2005, 06/20/2008, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS AND FINANCE, 6036634904, 207RG0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CG2227, 01, NH, RR MEDICARE GROUP #, 30211704, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PHYSICIANS NETWORK, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1184605941, 2, , <UNAVAIL>, UNITED CHURCH OF CHRIST RETIREMENT COMMUNITY INC, , , , , , , HAVENWOOD-HERITAGE HEIGHTS, 3, , , , , , , , 33 CHRISTIAN AVE, , CONCORD, NH, 033016128, US, 6032245363, 6032291188, 33 CHRISTIAN AVE, , CONCORD, NH, 033016128, US, 6032245363, 6032291188, 11/09/2005, 07/08/2007, , , , , PALMIERI, MICHAEL, A, PRESIDENT CEO, 6032291144, 251E00000X, 01727, NH, X, 310400000X, 00577, NH, X, 310400000X, 02431, NH, X, 314000000X, 00577, NH, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80305016, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1881676104, 2, , <UNAVAIL>, MONADNOCK COMMUNITY HOSPITAL, , , , , , , , , , , , , , , , 452 OLD STREET RD, , PETERBOROUGH, NH, 034581263, US, 6039247191, 6039249586, 452 OLD STREET RD, , PETERBOROUGH, NH, 034581263, US, 6039247191, 6039249586, 11/14/2005, 10/28/2009, , , , , SCHEINBLUM, RICHARD, , CFO, 6039247191, 103T00000X, , , N, 204C00000X, , , N, 204D00000X, , , N, 207L00000X, , , N, 207Q00000X, , , N, 207R00000X, , , N, 208000000X, , , N, 2084N0400X, , , N, 2084P0800X, , , N, 208600000X, , , N, 208D00000X, , , N, 363A00000X, , , N, 363L00000X, , , N, 282NC0060X, , , Y, 207RP1001X, , , N, 30212098, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 
1255313326, 2, , <UNAVAIL>, HUGGINS HOSPITAL, , , , , , , WOLFEBORO GENERAL SURGERY, 3, , , , , , , , PO BOX 912, , WOLFEBORO, NH, 038940912, US, 6035697511, 6035697512, 240 S MAIN ST, , WOLFEBORO, NH, 038944411, US, 6035697511, 6035697512, 11/15/2005, 01/02/2013, , , , , ROBERGE, JEREMY, S, CFO, 6035697500, 208600000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1609858505, 2, , <UNAVAIL>, CARING PARTNERS OBGYN, , , , , , , , , , , , , , , , 235 ROCHESTER HILL RD, , ROCHESTER, NH, 038671775, US, 6033356988, 6033356802, 235 ROCHESTER HILL RD, , ROCHESTER, NH, 038671775, US, 6033356988, 6033356802, 11/16/2005, 07/08/2007, , , , , GAIRE, SUSAN, ROSE, PRESIDENT, 6033356988, 207V00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30212802, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD FACOG, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1487636221, 2, , <UNAVAIL>, TOWN OF HUDSON, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, , 15 LIBRARY ST, , HUDSON, NH, 030514250, US, 6038866021, , 11/17/2005, 06/20/2016, , , , , BUXTON, ROBERT, , CHIEF, 6038800371, 341600000X, 0054, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1708945, 05, MA, , 701315, 01, , HARVARD PILGRIM, 80596335, 05, NH, , 7106335Y0NH01, 01, , BCBS, 801497, 01, , TUFTS HEALTH PLAN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1952383499, 2, , <UNAVAIL>, TOWN OF HOLLIS, , , , , , , HOLLIS FIRE DEPARTMENT, 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, , 10 GLENICE DRIVE, , HOLLIS, NH, 03049, US, 6034656001, , 11/18/2005, 10/04/2013, , , , , TOWNE, RICHARD, , CHIEF, 6034656001, 341600000X, 0052, MA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 806124, 01, , TUFTS HEALTH PLAN, 30820349, 05, NH, , =========, 01, , TRICARE, 590014913, 01, , RR MEDICARE, 71Y002171MA01, 01, , BCBS, 704190, 01, , HARVARD PILGRIM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1861475949, 2, , <UNAVAIL>, CITY OF KEENE, , , , , , , CITY OF KEENE FIRE DEPARTMENT, 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, , 3 WASHINGTON ST, , KEENE, NH, 034313147, US, 6033521013, , 11/22/2005, 10/04/2013, , , , , THORNTON, STEVE, , ADMINISTRATION, 6033521013, 341600000X, 0057, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1002974, 05, VT, , 801885, 01, , TUFTS HEALTH PLAN, 701322, 01, , HARVARD PILGRIM, 353456, 01, , MVP HEALTH CARE, 71Y004972NH01, 01, , ANTHEM BLUE CROSS, A424939, 01, , OXFORD, 590014512, 01, , RR MEDICARE, =========002, 01, , TRICARE, 80596339, 05, NH, , 57389, 01, IL, VYTRA, NH6339, 01, MA, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1336122332, 2, , <UNAVAIL>, BRENTWOOD CHIROPRACTIC CENTER PC, , , , , , , , , , , , , , , , 393 ROUTE 125, , BRENTWOOD, NH, 038336611, US, 6036795400, 6036795400, 393 ROUTE 125, , BRENTWOOD, NH, 038336611, US, 6036795400, 6036795400, 11/22/2005, 12/01/2015, , , , , HERRICK, WILLIAM, NATHAN, PRESIDENT, 6036795400, 111N00000X, 507-1197, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , D.C., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1689657520, 2, , <UNAVAIL>, TOWN OF KINGSTON, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 148 MAIN ST, , KINGSTON, NH, 038483222, US, 6036423626, , 11/23/2005, 09/27/2013, , , , , MAXWELL, KARYN, , ADMINISTRATION, 6036423626, 341600000X, 0060, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30008909, 05, NH, , 590010233, 01, , RR MEDICARE, 701508, 01, , HARVARD PILGRIM, 725857, 01, , TUFTS HEALTH PLAN, 71061229Y0NH01, 01, , ANTHEM BLUE CROSS, =========, 01, , TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1235112012, 2, , <UNAVAIL>, TI - DERRY LLC, , , , , , , DERRY HEALTHCARE AND REHABILITATION CENTER, 3, , , , , , , , 20 CHESTER RD, , DERRY, NH, 030381636, US, 6034323801, 6034378287, 20 CHESTER RD, , DERRY, NH, 030381636, US, 6034323801, 6034378287, 11/25/2005, 09/29/2008, , , , , TUTERA, JOSEPH, C, OPERATOR, 8164440900, 314000000X, 02959, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 99750142, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1255314951, 2, , <UNAVAIL>, ELLIOT PROFESSIONAL SERVICES, , , , , , , ELLIOT OMS CENTER, 5, , , , , , , , 1 ELLIOT WAY, ELLIOT OMS CENTER, MANCHESTER, NH, 031033502, US, 6036258462, 6036692711, 1 ELLIOT WAY, ELLIOT OMS CENTER, MANCHESTER, NH, 031033502, US, 6036258462, 6036692711, 11/28/2005, 06/20/2008, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS AND FINANCE, 6036634904, 1223S0112X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CK3360, 01, NH, RR MEDICARE, 30313860, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PROFESSIONAL SERVICES, <UNAVAIL>, , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1710960265, 2, , <UNAVAIL>, VISITING NURSE ASSOCIATION OF FRANKLIN, , , , , , , , , , , , , , , , 75 CHESTNUT ST, , FRANKLIN, NH, 032351306, US, 6039343454, 6039342222, 75 CHESTNUT ST, , FRANKLIN, NH, 032351306, US, 6039343454, 6039342222, 11/29/2005, 07/09/2007, , , , , PLUMB, CAROL, S., EXECUTIVE DIRECTOR, 6039343454, 251E00000X, 01310, NH, X, 251G00000X, 01310, NH, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80307015, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , RN,  BSN,  CHCE, , , , , , , , , , , , , , , , 
1255314753, 2, , <UNAVAIL>, TOWN OF LONDONDERRY, , , , , , , , , , , , , , , , 9 MAIN ST, SUITE 2K, SUTTON, MA, 015901660, US, 5084769740, 5084769748, 280 MAMMOTH RD, , LONDONDERRY, NH, 030533003, US, 6034321124, , 11/29/2005, 01/14/2009, , , , , MACCAFFRIE, KEVIN, , FIRE CHIEF, 6034321124, 341600000X, 0148, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 803919, 01, , TUFTS HEALTH PLAN, 0009800, 01, , NEIGHBORHOOD HEALTH, 100359, 01, MA, BLUE CROSS BLUE SHIELD, 590012561, 01, , RR MEDICARE, 702771, 01, , HARVARD PILGRIM, 101246000, 01, , US DEPARTMENT OF LABOR, =========, 01, , TRICARE, 30009454, 05, NH, , 22796, 01, , MATTHEW THORNTON, 7104140Y0NH01, 01, , BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1144204520, 2, , <UNAVAIL>, TOWN OF MERRIMACK, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 8 BABOOSIC LAKE RD, , MERRIMACK, NH, 030543605, US, 6034247075, , 11/30/2005, 10/04/2013, , , , , DULONG, BRENDA, , TOWN ACCOUNTANT, 6034247075, 341600000X, 0073, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80596252, 05, NH, , 441590777, 01, , RR MEDICARE, 702596, 01, , HARVARD PILGRIM, 801268, 01, , TUFTS HEALTH PLAN, 7106252Y0NH02, 01, , BLUE CROSS, =========, 01, , MEDICOMP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1144204454, 2, , <UNAVAIL>, ALLIANCE PHYSICAL THERAPY CONSULTANTS PA, , , , , , , , , , , , , , , , 249 ROCHESTER HILL RD, , ROCHESTER, NH, 038671775, US, 6033321881, 6033326882, 249 ROCHESTER HILL RD, , ROCHESTER, NH, 038671775, US, 6033321881, 6033326882, 11/30/2005, 11/27/2012, , , , , ASH, DONALD, P, PRESIDENT, 6033321881, 225100000X, 0401, NH, Y, 225100000X, PT446, ME, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2079018, 01, NH, CIGNA, 3946, 01, NH, HEALTHSOURCE, 30002637, 05, NH, , 0805836YONH01, 01, NH, ANTHEM BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., PT, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1184608101, 2, , <UNAVAIL>, ATLANTIC CARDIOLOGY ASSOC, , , , , , , , , , , , , , , , 333 BORTHWICK AVE, SUITE 401, PORTSMOUTH, NH, 038017128, US, 6034335300, 6034330838, 333 BORTHWICK AVE, SUITE 401, PORTSMOUTH, NH, 038017128, US, 6034335300, 6034330838, 12/02/2005, 05/24/2013, , , , , JACOBS, MARK, I, MANAGING PARTNER, 6034435300, 207RC0000X, , , Y, 291U00000X, 437R, NH, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5141, 01, , CIGNA, 95Y002150NH01, 01, , ANTHEM, 30005060, 05, NH, , C10781, 01, , RAILROAD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
