1477556231, 2, , <UNAVAIL>, UNIVERSITY OPHTHALMOLOGY ASSOCIATES, , , , , , , , , , , , , , , , 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 05/24/2005, 09/09/2009, , , , , CHEN, CHING, JYGH, MANAGING PARTNER, 6019845022, 207W00000X, 08640, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09015396, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M. D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1770574048, 2, , <UNAVAIL>, FIELD MEMORIAL COMMUNITY HOSPITAL, , , , , , , , , , , , , , , , PO BOX 639, , CENTREVILLE, MS, 396310639, US, 6016455221, 6016456024, 270 WEST MAIN STREET, , CENTREVILLE, MS, 39631, US, 6016455221, 6016456024, 11/04/2005, 02/03/2010, , , , , NETTERVILLE, JEREMY, CHAD, CEO, 6016455221, 282NC0060X, 11121, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00020012, 05, MS, , 09013289, 05, MS, , 1730955, 01, LA, MEDICAID, 00029002, 05, MS, , 09013134, 05, MS, , 09013136, 05, MS, , 09013138, 05, MS, , 1798126, 01, LA, MEDICAID, 09013135, 05, MS, , 09013137, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1508847690, 2, , <UNAVAIL>, PLASTIC SURGICAL CENTER OF MISSISSIPPI, , , , , , , , , , , , , , , , 2550 FLOWOOD DR STE 101, , FLOWOOD, MS, 392329304, US, 6019395544, 6019398874, 2550 FLOWOOD DR STE 101, , FLOWOOD, MS, 392329304, US, 6019395544, 6019398874, 11/07/2005, 10/28/2010, , , , , BURNETT, TAMMY, , CHIEF EXECUTIVE OFFICER, 6019399999, 261QA1903X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0734275, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1699756445, 2, , <UNAVAIL>, MAGNOLIA REGIONAL HEALTH CENTER, , , , , , , , , , , , , , , , 611 ALCORN DR, , CORINTH, MS, 388349368, US, 6622937670, 6622934310, 611 ALCORN DR, , CORINTH, MS, 388349368, US, 6622937670, 6622934310, 11/09/2005, 07/09/2007, , , , , LOCKLER, DENISE, , ADMINISTRATIVE ASSISTANT, 6622937670, 282N00000X, 11-248, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00020020, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1396726097, 2, , <UNAVAIL>, MISSISSIPPI SURGICAL CENTER LP, , , , , , , MISSISSIPPI SURGICAL CENTER, 3, , , , , , , , 1421 N STATE ST, , JACKSON, MS, 392021658, US, 6013538000, 6019482507, 1421 N STATE ST, , JACKSON, MS, 392021658, US, 6013538000, 6019482507, 11/09/2005, 08/26/2010, , , , , SHARFF, RICHARD, L, VICE PRESIDENT, 2055452572, 261QA1903X, 007, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00074065, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., , , , , , , , , , , , , , , , , 
1497736813, 2, , <UNAVAIL>, DESOTO HEALTHCARE INC, , , , , , , DESOTO HEALTHCARE CENTER, 3, , , , , , , , 748 HALL ST, , WIGGINS, MS, 395772108, US, 6019285890, 6019285807, 7805 SOUTHCREST PKWY, , SOUTHAVEN, MS, 386714741, US, 6623497500, 6623492069, 11/11/2005, 01/15/2010, , , , , TICE, BRENT, , VICE PRESIDENT, 6019285890, 314000000X, 771, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0230185, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1194706457, 2, , <UNAVAIL>, DELTA DIABETIC SHOES, , , , , , , QUALITY MEDICAL EQUIPMENT, 3, , , , , , , , 310 LAMAR ST, , GREENWOOD, MS, 389304529, US, 6624552010, 6624551638, 310 LAMAR ST, , GREENWOOD, MS, 389304529, US, 6624552010, 6624551638, 11/12/2005, 11/12/2010, , , , , LARY, BRYANT, WOLFE, OWNER, 6624552010, 332BX2000X, 0592911, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00440725, 05, MS, , =========, 01, MS, TAX ID NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPT CPED, , , , , , , , , , , , , , , , 
1659353688, 2, , <UNAVAIL>, PREFERRED CARE DEVELOPMENTAL CENTERS OF MS I INC, , , , , , , CANTON MANOR, 3, , , , , , , , 5420 W PLANO PKWY, , PLANO, TX, 750934823, US, 9729313800, 9727676222, 1145 TISDALE AVE, , CANTON, MS, 390464965, US, 6018596712, 6018592355, 11/16/2005, 12/02/2014, , , , , COLLIER, JAMIE, LATTURE, DIRECTOR OF REIMBURSEMENT, 9729313800, 315P00000X, 630, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00220054, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1174505010, 2, , <UNAVAIL>, PREFERRED CARE DEVELOPMENTAL CENTERS OF MS I INC, , , , , , , LINCOLN RESIDENTIAL CENTER, 3, , , , , , , , 5420 W PLANO PKWY, , PLANO, TX, 750934823, US, 9729313800, 9727676222, 524 BROOKMAN DR, , BROOKHAVEN, MS, 396012384, US, 6018351884, 6018330430, 11/16/2005, 06/28/2011, , , , , COLLIER, JAMIE, LATTURE, DIRECTOR OF REIMBURSEMENT, 9729313800, 315P00000X, 629, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00220055, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1346222163, 2, , <UNAVAIL>, PREFERRED CARE DEVELOPMENTAL CENTERS OF MS I INC, , , , , , , ROLLING HILLS DEVELOPMENTAL CENTER, 3, , , , , , , , 5420 W PLANO PKWY, , PLANO, TX, 750934823, US, 9729313800, 9727676222, 200 WOMACK ST, , STARKVILLE, MS, 397592232, US, 6623239183, 6623231089, 11/17/2005, 08/04/2011, , , , , COLLIER, JAMIE, LATTURE, DIRECTOR OF REIMBURSEMENT, 9729313800, 315P00000X, 632, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00220057, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1760464358, 2, , <UNAVAIL>, MEDICAL ARTS SURGICAL GROUP, , , , , , , MEDICAL ARTS SURGICAL GROUP RUSH, 3, , , , , , , , 2111 14TH STREET, , MERIDIAN, MS, 39301, US, 6016933834, 6014843225, 2111 14TH STREET, , MERIDIAN, MS, 39301, US, 6016933834, 6014843225, 11/18/2005, 11/13/2017, , , , , BILLUPS III, WILLIAM, A., AUTHORIZED/PARNTER, 6016933834, 174400000X, , , N, 208600000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0015368, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1134102189, 2, , <UNAVAIL>, MICHAEL A TODD MD PA, , , , , , , , , , , , , , , , PO BOX 664, , NEW ALBANY, MS, 386520664, US, 6625382174, 6625382139, 200 HWY 30 W, , NEW ALBANY, MS, 386523112, US, 6625382174, 6625382139, 11/23/2005, 04/07/2009, , , , , TODD, MICHAEL, A, SOLE PROPRIETOR, 6625382174, 207ZP0102X, 07937, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00016755, 05, MS, , 415742199, 01, MS, BLUE CROSS, DO1309, 01, , RAILROAD MEDICARE, 1508574, 05, TN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1366425282, 2, , <UNAVAIL>, AIR EVAC EMS INC, , , , , , , AIR EVAC LIFETEAM, 3, , , , , , , , PO BOX 106, , WEST PLAINS, MO, 657750106, US, 4172571585, 4172575761, 3704 JOANN DR, , CORINTH, MS, 388349062, US, 6622862708, , 11/23/2005, 09/26/2014, , , , , THOMAS, ERIC, , SRVP OF REVENUE MANAGEMENT, 4172571585, 3416A0800X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AEL-058 CORINTH, 01, , BASE ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, AIR EVAC EMS INC, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1952384471, 2, , <UNAVAIL>, MISSISSIPPI STATE DEPARTMENT OF HEALTH, , , , , , , EAST CENTRAL HOME HEALTH AGENCY 6A, 3, , , , , , , , PO BOX 150, 2071 MAGNOLIA OFFICE PARK, FOREST, MS, 390740150, US, 6014693043, 6014692996, 2071 MAGNOLIA OFFICE PARK, HIGHWAY 35 S, FOREST, MS, 390740150, US, 6014693043, 6014692996, 11/29/2005, 07/15/2008, , , , , BOWMAN, MELANIE, , DIRECTOR OF HOME HEALTH, 6015767853, 251E00000X, 10081, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00070500, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1336122845, 2, , <UNAVAIL>, COOK EYE CENTER, , , , , , , , , , , , , , , , 2024 15TH ST, SUITE 5D, MERIDIAN, MS, 393014130, US, 6015532100, 6015532104, 2024 15TH ST, SUITE 5D, MERIDIAN, MS, 393014130, US, 6015532100, 6015532104, 11/29/2005, 09/21/2009, , , , , COOK, JEFFREY, NELSON, OPHTHALMOLOGIST, 6015532100, 207W00000X, MS09097, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09015019, 05, MS, , CI6387, 01, MS, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1154304673, 2, , <UNAVAIL>, MISSISSIPPI STATE DEPARTMENT OF HEALTH, , , , , , , SOUTHWEST HOME HEALTH AGENCY, 3, , , , , , , , 317 HIGHLAND BLVD, STE M, NATCHEZ, MS, 391204634, US, 6014454350, 6014468864, 317 HIGHLAND BLVD, STE M, NATCHEZ, MS, 391204634, US, 6014454350, 6014468864, 11/29/2005, 07/14/2008, , , , , BOWMAN, MELANIE, , DIRECTOR OF HOME HEALTH, 6015767853, 251E00000X, 181, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00070500, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1376526806, 2, , <UNAVAIL>, MISSISSIPPI STATE DEPARTMENT OF HEALTH, , , , , , , NORTHWEST HOME HEALTH AGENCY 1B, 3, , , , , , , , 100 PRESTON MCKAY DR, , SENATOBIA, MS, 386682350, US, 6625624014, 6625629535, 100 PRESTON MCKAY DR, , SENATOBIA, MS, 386682350, US, 6625624014, 6625629535, 11/29/2005, 07/14/2008, , , , , BOWMAN, MELANIE, , DIRECTOR OF HOME HEALTH, 6015767853, 251E00000X, 9781, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00070500, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1932182458, 2, , <UNAVAIL>, MISSISSIPPI STATE DEPARTMENT OF HEALTH, , , , , , , TOMBIGBEE HOME HEALTH AGENCY 4C, 3, , , , , , , , 400A WILKINS WISE RD, STE 1, COLUMBUS, MS, 397051796, US, 6623286158, 6623286382, 400A WILKINS WISE RD, STE 1, COLUMBUS, MS, 397051796, US, 6623286158, 6623286382, 11/29/2005, 07/14/2008, , , , , BOWMAN, MELANIE, , DIRECTOR OF HOME HEALTH, 6015767853, 251E00000X, 6581, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00070500, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1013990530, 2, , <UNAVAIL>, MISSISSIPPI STATE DEPARTMENT OF HEALTH, , , , , , , TOMBIGBEE HOME HEALTH AGENCY 4B, 3, , , , , , , , 797 S JACKSON ST, ROUTE 1 BOX 1049, HOUSTON, MS, 388517662, US, 6624563791, 6624563979, 797 S JACKSON ST, ROUTE 1 BOX 1049, HOUSTON, MS, 388517662, US, 6624563791, 6624563979, 11/29/2005, 07/14/2008, , , , , BOWMAN, MELANIE, , DIRECTOR OF HOME HEALTH, 6015767853, 251E00000X, 1381, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00070500, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1144204561, 2, , <UNAVAIL>, KILMICHAEL HOSPITAL, , , , , , , , , , , , , , , , PO BOX 188, 301 LAMAR AVENUE, KILMICHAEL, MS, 397470188, US, 6622624311, 6622625586, 301 LAMAR AVENUE, , KILMICHAEL, MS, 397470188, US, 6622624311, 6622625586, 11/30/2005, 08/24/2007, , , , , JOHNSON, CALVIN, , ADMINISTRATOR, 6622624311, 282N00000X, 21183, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00020147, 01, MS, BLUE CROSS BLUE SHIELD MS, 03335377, 05, MS, , 00020147, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1104800440, 2, , <UNAVAIL>, SOUTHERN DISCOUNT DRUGS OF CHARLESTON INC, , , , , , , THE DIABETIC SHOPPE, 3, , , , , , , , 6629 MS HIGHWAY 32 E, , CHARLESTON, MS, 389219347, US, 6626476601, 6626472411, 6629 MS HIGHWAY 32 E, , CHARLESTON, MS, 389219347, US, 6626476601, 6626472411, 11/30/2005, 09/19/2012, , , , , SALMON, ROBERT, , PHARMACIST, 6626472591, 332B00000X, 06473/11.1, MS, Y, 332B00000X, 1022, AL, N, 332B00000X, 8226997-1714, UT, N, 332B00000X, 056014, AR, N, 332B00000X, DME18182, ID, N, 332B00000X, NPC-0003778, OR, N, 332B00000X, MP00957, NV, N, 332B00000X, P013728, AZ, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4057054, 01, TN, BC TN, 152800716, 05, AK, , 175578701 175578702, 05, TX, , 1757861, 05, LA, , 00040385, 05, MS, , =========, 01, MS, TAX ID NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1073597126, 2, , <UNAVAIL>, WINSTON COUNTY MEDICAL FOUNDATION, , , , , , , WINSTON MEDICAL CENTER, 3, , , , , , , , PO BOX 967, , LOUISVILLE, MS, 393390967, US, 6627736211, 6627736223, 562 E MAIN ST, , LOUISVILLE, MS, 393392742, US, 6627736211, 6627736223, 12/02/2005, 10/25/2011, , , , , MCCALL, GARY, L, CEO, 6627795102, 282N00000X, 16-208, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00220243, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., , , , , , , , , , , , , , , , , 
1053395111, 2, , <UNAVAIL>, FACES PLLC, , , , , , , , , , , , , , , , PO BOX 24023, , JACKSON, MS, 392254023, US, 6013661400, 6013668167, 1111 HIGHLAND COLONY PARKWAY, SUITE G, RIDGELAND, MS, 39157, US, 6016073033, 6018534939, 12/02/2005, 05/04/2012, , , , , CARLIN, DEBORAH, HARRIS, BOOKKEEPER, 6016073033, 208200000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1225012255, 2, , <UNAVAIL>, MISSISSIPPI STATE UNIVERSITY, , , , , , , JOHN C LONGEST STUDENT HEALTH CENTER, 3, , , , , , , , PO BOX 6338, , MISSISSIPPI STATE, MS, 397626338, US, 6623252431, 6623258888, 2 HARDY RD, , MISSISSIPPI STATE, MS, 39762, US, 6623252431, 6623258888, 12/02/2005, 07/08/2007, , , , , KIBLER, WILLIAM, L, VICE PRESIDENT FOR STUDENT AFFAIRS, 6623253045, 261QS1000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PHD, , , , , , , , , , , , , , , , 
1487638441, 2, , <UNAVAIL>, BRENTWOOD ACQUISITION INC, , , , , , , , , , , , , , , , 3531 LAKELAND DR, , FLOWOOD, MS, 392328016, US, 6019362024, 6019367818, 3531 LAKELAND DR, , FLOWOOD, MS, 392328016, US, 6019362024, 6019367818, 12/02/2005, 02/23/2011, , , , , FILTON, STEVE, , SR VP CFO, 6107683300, 283Q00000X, 32-330, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00220625, 05, MS, , 000020855, 01, MS, BLUE CROSS PROVIDER NUMBE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
