1902809924, 2, , <UNAVAIL>, THE SALUDA COUNSELING SERVICES CENTER INC., , , , , , , THE SALUDA CENTER, 3, , , , , , , , 2400 W MAIN ST, , ROCK HILL, SC, 297328968, US, 8033276103, 8033285443, 2400 W MAIN ST, , ROCK HILL, SC, 297328968, US, 8033276103, 8033285443, 05/23/2005, 04/20/2008, , , , , JOHNSON, BARBARA, J, OFFICE MANAGER, 8033276103, 101YA0400X, , , N, 101YM0800X, , , Y, 101YP1600X, , , N, 101YP2500X, , , N, 1041C0700X, , , N, 106H00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========006, 01, SC, BCBS, =========003, 01, SC, BCBS, =========001, 01, SC, BCBS, =========002, 01, SC, BCBS, =========005, 01, SC, BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , 
1437142742, 2, , <UNAVAIL>, COUNTY COUNCIL FOR RICHLAND COUNTY, , , , , , , RICHLAND COUNTY EMS, 3, , , , , , , , PO BOX 192, , COLUMBIA, SC, 292020192, US, 8035763400, , 1410 LAURENS ST, , COLUMBIA, SC, 292041880, US, 8035763400, 8037485055, 08/23/2005, 03/22/2012, , , , , POPE, JOHN, , COUNTY ADMINISTRATOR, 8035763400, 341600000X, 049, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AB0023, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1992798250, 2, , <UNAVAIL>, MCCORMICK COUNTY EMS, , , , , , , , , , , , , , , , 212 E AUGUSTA ST, , MC CORMICK, SC, 298359602, US, 8641652811, , 5005 SUNSET BLVD, , LEXINGTON, SC, 290729154, US, 8039577111, 8039577115, 08/23/2005, 08/10/2007, , , , , DEASON, HENRY, R, EMS DIRECTOR, 8644652811, 341600000X, 210, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AB0095, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1881687150, 2, , <UNAVAIL>, LANDRUM RESCUE SQUAD, , , , , , , , , , , , , , , , 300 W COLEMAN ST, , LANDRUM, SC, 293561533, US, 8644574477, , 5005 SUNSET BLVD, , LEXINGTON, SC, 290729154, US, 8039577111, 8039577115, 08/23/2005, 07/08/2007, , , , , COGDELL, LARRY, B, CAPTAIN, 8644574477, 341600000X, 084, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1225021504, 2, , <UNAVAIL>, ORANGEBURG COUNTY EMS, , , , , , , , , , , , , , , , 1558 ELLIS AVE, , ORANGEBURG, SC, 291182514, US, 8035336101, 8035336101, 5005 SUNSET BLVD, , LEXINGTON, SC, 290729154, US, 8039577111, 8039577115, 08/23/2005, 09/20/2007, , , , , CLARK, BILL, , COUNTY ADMINISTRATOR, 8035336101, 341600000X, 147, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 502879, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1548253784, 2, , <UNAVAIL>, FORT MILL RESCUE SQUAD, , , , , , , , , , , , , , , , PO BOX 1011, , FORT MILL, SC, 297161011, US, 8035481456, , 216 S WHITE ST, , FORT MILL, SC, 297152154, US, 8039577111, 8039577115, 08/23/2005, 05/15/2012, , , , , MCMICHAEL, TIMOTHY, JAMES, DIRECTOR, 8035481456, 341600000X, 078, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , NREMT-P, , , , , , , , , , , , , , , , 
1639162886, 2, , <UNAVAIL>, CHESTER COUNTY EMS, , , , , , , , , , , , , , , , 1476 J A COCHRAN BYP, , CHESTER, SC, 297062187, US, 8033855433, , 5005 SUNSET BLVD, , LEXINGTON, SC, 290729154, US, 8039577111, 8039577115, 08/23/2005, 10/24/2017, , , , , LINEBERGER, WARD, BRITTON, DIRECTOR, 8033771132, 341600000X, 017, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 501807, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , III, , , , , , , , , , , , , , , , , 
1154314441, 2, , <UNAVAIL>, ALLENDALE RESCUE SQUAD, , , , , , , , , , , , , , , , 5005 SUNSET BLVD, , LEXINGTON, SC, 290729154, US, 8035844900, , 5005 SUNSET BLVD, , LEXINGTON, SC, 290729154, US, 8039577111, 8039577115, 08/23/2005, 07/08/2007, , , , , JOHN, LAWSON, , EMS DIRECTOR, 8035844900, 341600000X, 003, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , NREMTP CCEMTP, , , , , , , , , , , , , , , , 
1699768986, 2, , <UNAVAIL>, CAROLINA MEDICAL CENTER, , , , , , , , , , , , , , , , 2 ROPER CORNERS CIR, , GREENVILLE, SC, 296154833, US, 8642819999, 8642819990, 2 ROPER CORNERS CIR, , GREENVILLE, SC, 296154833, US, 8642819999, 8642819990, 08/23/2005, 12/28/2009, , , , , DYER, DIANE, , OFFICE MANAGER, 8642819999, 207R00000X, 0342, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0402879, 01, SC, CAROLINA CARE PLAN, 110193827, 01, SC, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1013900257, 2, , <UNAVAIL>, CALHOUN COUNTY EMS, , , , , , , , , , , , , , , , 201 MILL ST, , ST MATTHEWS, SC, 291351340, US, 8036557625, , 5005 SUNSET BLVD, , LEXINGTON, SC, 290729154, US, 8039577111, 8039577115, 08/23/2005, 09/20/2007, , , , , PRICKETT, F, LEE, JR ADMINISTRATOR, 8038742485, 341600000X, 032, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AB0045, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1013900125, 2, , <UNAVAIL>, WACCAMAW CARDIOLOGY PC, , , , , , , , , , , , , , , , 2376 CYPRESS CIR, SUITE 102, CONWAY, SC, 295268964, US, 8433478953, 8433470226, 2376 CYPRESS CIR, SUITE 102, CONWAY, SC, 295268964, US, 8433478953, 8433470226, 08/24/2005, 10/11/2007, , , , , GRESKO, ANDREW, J., OWNER, 8433478953, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP3178, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1790778892, 2, , <UNAVAIL>, AFTERCARE HOME MEDICAL EQUIPMENT INC., , , , , , , AFTERCARE MEDICAL EQUIPMENT AND SUPPLIES, 3, , , , , , , , 316 S CONGRESS ST, , WINNSBORO, SC, 291801404, US, 8036357729, 8036357400, 216 LEE AVE, , HAMPTON, SC, 299243440, US, 8039435584, 8039435717, 08/24/2005, 01/30/2012, , , , , CASEY, JAMES, A, PRESIDENT, 8036357729, 332BX2000X, 65006622, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DE1695, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1821081928, 2, , <UNAVAIL>, AFTERCARE HOME MEDICAL EQUIPMENT INC, , , , , , , AFTERCARE MEDICAL EQUIPMENT AND SUPPLIES, 3, , , , , , , , 316 S CONGRESS ST, , WINNSBORO, SC, 291801404, US, 8036357729, 8036357400, 538 GREAT FALLS HWY, , CHESTER, SC, 297068379, US, 8033852252, 8035815563, 08/24/2005, 01/30/2012, , , , , CASEY, JAMES, A, PRESIDENT, 8036357729, 332BX2000X, 65006650, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DE1696, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1891788907, 2, , <UNAVAIL>, DIGESTIVE DISEASE GROUP PA, , , , , , , , , , , , , , , , 103 LINER DR, , GREENWOOD, SC, 296462311, US, 8642273636, 8642276116, 103 LINER DR, , GREENWOOD, SC, 296462311, US, 8642273636, 8642276116, 08/24/2005, 10/21/2010, , , , , PONDER, TINA, P, OFFICE MANAGER, 8642273636, 207RG0100X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP0088, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1518950716, 2, , <UNAVAIL>, THE GREENWOOD ENDOSCOPY CENTER INC, , , , , , , , , , , , , , , , 103 LINER DR, , GREENWOOD, SC, 296462311, US, 8642273838, 8642276116, 103 LINER DR, , GREENWOOD, SC, 296462311, US, 8642273838, 8642276116, 08/24/2005, 10/21/2010, , , , , PONDER, TINA, P, OFFICE MANAGER, 8642273838, 261QE0800X, ASF022, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 410193, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1295728350, 2, , <UNAVAIL>, SUMTER COUNTY EMS, , , , , , , , , , , , , , , , PO BOX 896142, , CHARLOTTE, NC, 282896142, US, 8034362445, , 127 EAST HAMPTON ST, , SUMTER, SC, 291504929, US, 8034362445, 8034362485, 08/24/2005, 12/05/2017, , , , , HINGST, ROBERT, ORION, EMS DIRECTOR, 8034362445, 341600000X, 133, SC, Y, 3416L0300X, 133, SC, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1871586974, 2, , <UNAVAIL>, BAMBERG MEDICAL EQUIPMENT & SUPPLY, , , , , , , , , , , , , , , , 510 RUTLEDGE ST, , CAMDEN, SC, 290204312, US, 8034257352, 8037131414, 3109 MAIN HWY, , BAMBERG, SC, 290031614, US, 8032451708, 8032457306, 08/24/2005, 06/29/2011, , , , , WILLIAMS, MICHAEL, L, OWNER, 8032451708, 332BX2000X, 65006621, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DE2143, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1124011226, 2, , <UNAVAIL>, AFTERCARE HOME MEDICAL EQUIPMENT INC, , , , , , , AFTERCARE MEDICAL EQUIPMENT AND SUPPLIES, 3, , , , , , , , 316 S CONGRESS ST, , WINNSBORO, SC, 291801404, US, 8036357729, 8036357400, 316 S CONGRESS ST, , WINNSBORO, SC, 291801404, US, 8036357729, 8036357400, 08/24/2005, 02/14/2012, , , , , CASEY, JAMES, A, PRESIDENT, 8036357729, 332BX2000X, 65006623, SC, Y, 3336M0002X, 50009770, SC, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DME270, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1376536292, 2, , <UNAVAIL>, CLARENDON MEMORIAL HOSPITAL, , , , , , , CLARENDON EMS AND CYPRESS TRANSPORT, 3, , , , , , , , PO BOX 550, , MANNING, SC, 291020550, US, 8034353235, , 10 HOSPITAL ST., , MANNING, SC, 29102, US, 8034353235, , 08/25/2005, 01/09/2015, , , , , STOKES, RICHARD, W, CEO, 8034353235, 341600000X, 019, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1780677682, 2, , <UNAVAIL>, BRUCE H WELLMON DPM PA, , , , , , , , , , , , , , , , PO BOX 1436, , GAFFNEY, SC, 293421436, US, 8644875516, 8644873477, 101 PROFESSIONAL PARK, , GAFFNEY, SC, 293402319, US, 8644875516, 8644873477, 08/25/2005, 11/29/2007, , , , , WELLMON, BRUCE, H, DPM, 8644875516, 213E00000X, 86, SC, Y, 213E00000X, 216, NC, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP9937, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , DPM, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1700879681, 2, , <UNAVAIL>, GUERINS PHARMACY INC, , , , , , , , , , , , , , , , 140 S MAIN ST, , SUMMERVILLE, SC, 294836008, US, 8438732531, 8438734572, 140 S MAIN ST, , SUMMERVILLE, SC, 294836008, US, 8438732531, 8438734572, 08/25/2005, 07/09/2007, , , , , DUNNING, BARBARA, ANN, OWNER/PHARMACIST IN CHARGE, 8438732531, 183500000X, 50000271, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AD0335340, 01, SC, DEA REGISTRATION, 702710, 05, SC, , 4206632, 01, SC, NABP ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , RPH, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1992798615, 2, , <UNAVAIL>, ALL MEDICAL INC, , , , , , , , , , , , , , , , PO BOX 1296, , COLUMBIA, SC, 292021296, US, 8037792011, 8037794678, 2011 HAMPTON ST, , COLUMBIA, SC, 292041001, US, 8037792011, 8037794678, 08/29/2005, 10/10/2011, , , , , HAYES, JAMES, WILLARD, PRESIDENT, 8037792011, 251J00000X, 4441, SC, N, 332B00000X, , , Y, 332BC3200X, , , N, 332BX2000X, 4441, SC, N, 335E00000X, , , N, 332BP3500X, 65004441, SC, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DME482, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., ATP, , , , , , , , , , , , , , , , 
1053304675, 2, , <UNAVAIL>, GEORGETOWN RADIATION THERAPY CENTER, , , , , , , , , , , , , , , , PO DRAWER 1718, , GEORGETOWN, SC, 294421718, US, , , 2405 N FRASER ST, , GEORGETOWN, SC, 294406410, US, 8435455600, , 08/30/2005, 02/13/2008, , , , , HOLLEY, JOYCE, , DIRECTO, 8435455600, 261QX0203X, 22-5776, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , EA212264, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1134113566, 2, , <UNAVAIL>, HOME HEALTH OF SOUTH CAROLINA INC, , , , , , , HOME HEALTH INC, 3, , , , , , , , PO BOX 5599, , FLORENCE, SC, 295025599, US, 8436797060, 8436797073, 1668 HERLONG CT, , ROCK HILL, SC, 297321183, US, 8033251455, 8433252192, 08/31/2005, 07/08/2007, , , , , CHISHOLM, JAMES, FRANK, SECRETARY, 8436797060, 251E00000X, HHA99, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 470646, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , CEO COO, , , , , , , , , , , , , , , , 
1639163934, 2, , <UNAVAIL>, DOSHER PHYSICAL THERAPY ASSOCIATES INC, , , , , , , , , , , , , , , , 227 S PENDLETON ST, STE B, EASLEY, SC, 296403047, US, 8648557030, 8648557019, 227 S PENDLETON ST, STE B, EASLEY, SC, 296403047, US, 8648557030, 8648557019, 09/01/2005, 08/20/2015, , , , , DOSHER, KATHY, L, PARTNER/MANAGER, 8648557030, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PTA, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1255325551, 2, , <UNAVAIL>, DOSHER PHYSICAL THERAPY ASSOCIATES INC, , , , , , , HAMEL REHABILITATION & SPINE CLINIC, 3, , , , , , , , 227 S PENDLETON ST, STE B, EASLEY, SC, 296403047, US, 8648557030, 8648557019, 1118 CORNELIA RD, , ANDERSON, SC, 296213317, US, 8642258321, 8642258591, 09/01/2005, 11/26/2013, , , , , DOSHER, MICHAEL, L, PRESIDENT, 8648557030, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
