1952304008, 2, , <UNAVAIL>, WILPAGE INC., , , , , , , WILPAGE MEDICAL, 3, , , , , , , , PO BOX 37, , HAWTHORNE, NJ, 075070037, US, 9734234100, 9734230715, 146 GENEVIEVE AVE, , HAWTHORNE, NJ, 075062332, US, 9734234100, 9734230715, 05/23/2005, 11/19/2013, , , , , ABRUZZO, SYLVESTER, , TREASURER, 9738354716, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0093831, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., , , , , , , , , , , , , , , , , 
1831198449, 2, , <UNAVAIL>, THE CENTER FOR BEHAVIORAL HEALTH, , , , , , , , , , , , , , , , 175 CEDAR LN, SUITE A, TEANECK, NJ, 076664315, US, 2016929500, 2016920234, 175 CEDAR LN, SUITE A, TEANECK, NJ, 076664315, US, 2016929500, 2016920234, 07/15/2005, 04/20/2008, , , , , KLUGER, MARIN, A, PSYCHOLOGIST - PRES., 2016929500, 103T00000X, =========, NJ, X, 261QM0801X, =========, NJ, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PH.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1982603544, 2, , <UNAVAIL>, RAHWAY FIRST AID EMERGENCY SQUAD, , , , , , , RAHWAY EMERGENCY SQUAD, 3, , , , , , , , PO BOX 207, , ALLENTOWN, PA, 181050207, US, 4846642007, 4846642015, 905 STONE ST, , RAHWAY, NJ, 070652742, US, 7328150464, 7329562101, 07/17/2005, 04/26/2011, , , , , JANUIK, TORY, , TREASURER, 7328150464, 3416L0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 112577, 01, NJ, AMERIGROUP, 1167513, 01, NJ, HORIZON HEALTHCARE, 90020360001, 01, NJ, CIGNA, =========, 01, NJ, UNITED, A2724245, 01, NJ, OXFORD, 8989702, 05, NJ, , 910007918 00, 01, NJ, AMERICHOICE, 3017724, 01, NJ, AETNA, 0X00J25601, 01, NJ, HEALTHNET, =========, 01, NJ, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1427057082, 2, , <UNAVAIL>, COASTAL CLINICAL PATHOLOGY P A, , , , , , , , , , , , , , , , 5401 HARDING HWY, , MAYS LANDING, NJ, 083302243, US, 6099269056, , 5401 HARDING HWY, , MAYS LANDING, NJ, 083302243, US, 6099269056, , 07/17/2005, 04/20/2008, , , , , BEACH, ROBERT, , HEAD DOCTOR, 6099269056, 207ZP0105X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1245239805, 2, , <UNAVAIL>, DIAGNOSTIC PATHOLOGY CONSULTANTS PA, , , , , , , , , , , , , , , , PO BOX 60100, , CHARLESTON, SC, 294190100, US, 8005036254, , 175 MADISON AVE, , MOUNT HOLLY, NJ, 080602038, US, 6092617095, , 07/17/2005, 07/09/2010, , , , , OBANDO, DAVID, , HEAD PATHOLOGIST, 8653253184, 207ZP0102X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0036641, 05, NJ, , 2001257497, 01, NJ, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1053310615, 2, , <UNAVAIL>, ATLANTIC PATHOLOGISTS PC, , , , , , , , , , , , , , , , PO BOX 95000-2705, , PHILADELPHIA, PA, 191952705, US, 6094412147, 6094412107, 1925 PACIFIC AVE, , ATLANTIC CITY, NJ, 084016713, US, 6094412147, 6094412107, 07/17/2005, 06/18/2010, , , , , MCCOLLUM, MARGE, , PRACTICE MANAGER, 6094412147, 207ZP0102X, 31D0005562, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, NJ, BLUE CROSS BLUE SHIELD, 3459705, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1427057918, 2, , <UNAVAIL>, REGENCY HERITAGE NURSING & REHABILITATION CENTER LLC, , , , , , , , , , , , , , , , 643 CROSS ST, , LAKEWOOD, NJ, 087014610, US, 7327309280, 7327309278, 380 DEMOTT LANE, , SOMERSET, NJ, 088732762, US, 7328732000, 7328732112, 07/18/2005, 09/29/2009, , , , , STEFANSKY, AARON, , CONTROLLER, 7327309280, 314000000X, 061801, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 18150/4499107, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1568461135, 2, , <UNAVAIL>, SUSSEX RADIATION ONCOLOGY ASSOCIATES, , , , , , , , , , , , , , , , 1143 NORTHERN BLVD, #174, CLARKS SUMMIT, PA, 184112221, US, 5704513910, 5704513236, 89 SPARTA AVE, , SPARTA, NJ, 078711777, US, 9737264180, 9737264185, 07/18/2005, 04/20/2008, , , , , GALLAGHER, MICHAEL, J., RADIATION ONCOLOGIST, 9737264180, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, NJ, TAX I.D. NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1518966894, 2, , <UNAVAIL>, MORRISTOWN CARDIOLOGY ASSOC PA, , , , , , , , , , , , , , , , 182 SOUTH ST, SUITE 5, MORRISTOWN, NJ, 079605377, US, 9732673944, 9734550399, 182 SOUTH ST, SUITE 5, MORRISTOWN, NJ, 079605377, US, 9732673944, 9734550399, 07/19/2005, 02/27/2008, , , , , MIERZEJEWSKI, ROBERT, , ADMINISTRATOR, 9737754629, 207RC0000X, , , Y, 207RI0011X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 01906080, 05, PA, , 2671301, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1679572960, 2, , <UNAVAIL>, ST. ANNS HOME FOR THE AGED CORP, , , , , , , , , , , , , , , , 198 OLD BERGEN RD, , JERSEY CITY, NJ, 073052622, US, 2014330950, 2014336554, 198 OLD BERGEN RD, , JERSEY CITY, NJ, 073052622, US, 2014330950, 2014336554, 07/19/2005, 02/09/2010, , , , , MERLY-LIRANZO, JANET, , ADMINISTRATOR, 2014330950, 314000000X, 030904, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4479807, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1740289040, 2, , <UNAVAIL>, LAKEWOOD OF VOORHEES ASSOCIATES, , , , , , , , , , , , , , , , 1302 LAUREL OAK RD, , VOORHEES, NJ, 080434310, US, 8563461200, 8566655708, 1302 LAUREL OAK RD, , VOORHEES, NJ, 080434310, US, 8563461200, 8566655708, 07/19/2005, 03/31/2008, , , , , BROWN, LENARD, , C.F.O., 8566634044, 314000000X, 060408, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4469607, 05, NJ, , 0143022, 01, NJ, RES-PROV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SENIORS MANAGEMENT NORTH,  INC., <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1346249646, 2, , <UNAVAIL>, HIGHLAND MANOR ASSOCIATES, , , , , , , , , , , , , , , , 750 SCHOOLEY AVE, , EXETER, PA, 186439380, US, 5706553791, 8566655708, 1114 WYNNWOOD AVE, , CHERRY HILL, NJ, 080023256, US, 8566634044, 8566655708, 07/19/2005, 01/16/2008, , , , , BROWN, LENARD, , C.F.O., 8566634044, 314000000X, 340902, PA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SENIORS MANAGEMENT NORTH,  INC., <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1326047598, 2, , <UNAVAIL>, HUNTERDON FAMILY PRACTICE & OBSTETRICS, , , , , , , , , , , , , , , , 1100 WESCOTT DR, SUITE 101, FLEMINGTON, NJ, 088224600, US, 9087886535, 9087886536, 1100 WESCOTT DR, SUITE 101, FLEMINGTON, NJ, 088224600, US, 9087886535, 9087886536, 07/19/2005, 07/08/2007, , , , , LEWIS, M, KENDRA, OWNER, 9087886535, 207Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1083613269, 2, , <UNAVAIL>, LAKE PHYSICIANS AND HOSPITAL SUPPLY, , , , , , , LAKE SURGICAL SUPPLY, 3, , , , , , , , 92 BROADWAY, , DENVILLE, NJ, 078342761, US, 9736278100, 9736274114, 92 BROADWAY, , DENVILLE, NJ, 078342761, US, 9736278100, 9736274114, 07/19/2005, 04/25/2008, , , , , TREZZA, CARMEN, MICHAEL, OWNER/PRESIDENT, 9736278100, 332B00000X, 0063901, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2580501, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1518966704, 2, , <UNAVAIL>, WASHINGTON NURSING FACILITY, , , , , , , WASHINGTON NURSING FACILITY LIMITED PARTNERSHIP, 5, , , , , , , , 2425 25TH ST SE, , WASHINGTON, DC, 200203483, US, 2028893600, 8566655708, 1114 WYNNWOOD AVE, , CHERRY HILL, NJ, 080023256, US, 8566634044, 8566655708, 07/19/2005, 08/06/2010, , , , , BROWN, LENARD, , DIR. ACCOUNT RECEIVABLE, 8566634044, 314000000X, HFD020020, DC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 019307400, 05, DC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SENIORS MANAGEMENT NORTH,  INC., <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1659370575, 2, , <UNAVAIL>, NEW JERSEY VISION ASSOCIATES PC, , , , , , , , , , , , , , , , 124 GREGORY AVE, SUITE 104, PASSAIC, NJ, 070554856, US, 9737790808, 9734711929, 124 GREGORY AVE, SUITE 104, PASSAIC, NJ, 070554856, US, 9737790808, 9734711929, 07/21/2005, 10/20/2009, , , , , VOGEL, MITCHELL, , PRESIDENT, 9737790808, 207W00000X, 25MA06370000, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1327874, 01, , FIRST HEALTH ID NUMBER, 0499882, 01, , GHI ID NUMBER, =========, 01, , CORESOURCE ID NUMBER, =========, 01, , HUMANA ID NUMBER, =========, 01, , TRICARE/HNFS ID, 7650809, 05, NJ, , 1870514, 01, , UNITED HEALTHCARE ID, =========, 01, , HORIZON BCBSNJ ID, P1094006, 01, , OXFORD ID NUMBER, 0K8636, 01, , HEALTH NET ID NUMBER, =========, 01, , PHCS ID NUMBER, 2063375, 01, , AETNA ID NUMBER, =========, 01, , GUARDIAN ID NUMBER, =========, 01, , FIRST UNITED AMERICAN ID, =========, 01, , MULTIPLAN NETWORK ID, =========, 01, , REYNOLDS AND REYNOLDS, 656338004, 01, , CIGNA ID NUMBER, =========, 01, , MAGNACARE ID NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1134129067, 2, , <UNAVAIL>, SPEECH & HEARING ASSOCIATES LLC, , , , , , , , , , , , , , , , 121 S EUCLID AVE, , WESTFIELD, NJ, 070902129, US, 9082322900, 9082323583, 121 S EUCLID AVE, , WESTFIELD, NJ, 070902129, US, 9082322900, 9082323583, 07/21/2005, 07/28/2008, , , , , WOODS, ROBERT, W, DIRECTOR, 9082322900, 231H00000X, 41YA00005300, NJ, Y, 235Z00000X, 41YS00099200, NJ, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1104826981, 2, , <UNAVAIL>, SHUMET INC, , , , , , , KEANSBURG DRUGS, 3, , , , , , , , 199 MAIN ST, PO BOX 130, KEANSBURG, NJ, 077341768, US, 7327871414, 7324955590, 199 MAIN ST, , KEANSBURG, NJ, 077341768, US, 7327871414, 7324955590, 07/22/2005, 03/22/2017, , , , , SHULMAN, HOWARD, , PRESIDENT, 7327871414, 333600000X, , , N, 3336C0003X, 28RS00364200, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2054700, 01, , PK, 4362004, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1699775460, 2, , <UNAVAIL>, SAINT BARNABAS OUTPATIENT CENTERS, , , , , , , OSTEOPOROSIS AND METABOLIC BONE DISEASE CENTER, 3, , , , , , , , 1050 GALLOPING HILL RD, , UNION, NJ, 070837983, US, 9082062230, 9082062237, 200 S ORANGE AVE, , LIVINGSTON, NJ, 070395817, US, 9733227430, 9733227460, 07/22/2005, 07/24/2007, , , , , GIBNEY, THOMAS, J., CHIEF FINANCIAL CENTER, 9733227286, 207RE0101X, , NJ, Y, 207RR0500X, , NJ, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8040401, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SAINT BARNABAS OUTPATIENT CENTERS, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1871593426, 2, , <UNAVAIL>, SOUTH JERSEY RADIATION ONCOLOGY P.C., , , , , , , , , , , , , , , , 1505 W SHERMAN AVE, , VINELAND, NJ, 083606912, US, 8566417920, 8566417915, 1505 W SHERMAN AVE, , VINELAND, NJ, 083606912, US, 8566417920, 8566417915, 07/26/2005, 06/19/2008, , , , , FANELLE, JOSEPH, WILLIAM, PRESIDENT, 8566417926, 2085R0001X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8214808, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1225038896, 2, , <UNAVAIL>, SAINT BARNABAS OUTPATIENT CENTERS, , , , , , , SIEGLER CENTER FOR INTEGRATIVE MEDICINE, 3, , , , , , , , 1050 GALLOPING HILL RD, , UNION, NJ, 070837983, US, 9082062230, 9082062237, 200 S ORANGE AVE, , LIVINGSTON, NJ, 070395817, US, 9733227007, 9733227528, 07/26/2005, 05/22/2014, , , , , ALBAN, GREGORY, A, AVP OF FINANCE, 9733227331, 261QM1300X, , NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SAINT BARNABAS OUTPATIENT CENTERS, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1386644870, 2, , <UNAVAIL>, GARYS PHARMACY, , , , , , , , , , , , , , , , 349 FRANKLIN AVE, , NUTLEY, NJ, 071104004, US, 9736671005, 9736672282, 349 FRANKLIN AVE, , NUTLEY, NJ, 071104004, US, 9736671005, 9736672282, 07/26/2005, 05/10/2011, , , , , GORSKY, MARK, S, OWNER, 9736671003, 333600000X, , NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4274008, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , PHARMACIST, , , , , , , , , , , , , , , , 
1013917707, 2, , <UNAVAIL>, BARDA INC, , , , , , , BROWNING ROAD APOTHECARY, 3, , , , , , , , 6650 BROWNING RD, , PENNSAUKEN, NJ, 081091479, US, 8564860888, , 6650 BROWNING RD, , PENNSAUKEN, NJ, 081091479, US, 8564860888, , 07/26/2005, 07/08/2007, , , , , GREEN, BARRY, , PRESIDENT, 6106262949, 333600000X, 28RS00377200, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4372107, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1134129802, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL - MEDICAL CLINIC, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 655 E JERSEY ST, , ELIZABETH, NJ, 072061259, US, 9089945000, , 07/26/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4136900, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1629078308, 2, , <UNAVAIL>, COMPREHENSIVE HOME CARE SERVICES OF NJ, , , , , , , , , , , , , , , , 12 S ORANGE AVE, , SOUTH ORANGE, NJ, 070791773, US, 9737637665, , 12 S ORANGE AVE, , SOUTH ORANGE, NJ, 070791773, US, 9737637665, , 07/26/2005, 07/09/2007, , , , , MATZKIN, MARK, H., EXECUTIVE DIRECTOR, 9733783333, 251J00000X, HP0096700, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , A637645, 01, NJ, OXFORD CONTRACT NUMBER, 5429005, 05, NJ, , 112686, 01, NJ, AETNA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
