1528061553, 2, , <UNAVAIL>, DAYWEST HEALTHCARE SERVICES, , , , , , , HIGHLAND CARE CENTER, 3, , , , , , , , 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 05/23/2005, 06/17/2008, , , , , MURRAY, JASON, , ADMINISTRATOR, 8012782839, 314000000X, 2004-NCF-49, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870304091006, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1871582759, 2, , <UNAVAIL>, N.M.P. INC, , , , , , , MILLCREEK HEALTH CENTER, 3, , , , , , , , 3520 HIGHLAND DR, , SALT LAKE CITY, UT, 841063211, US, 8014847638, 8014846232, 3520 HIGHLAND DR, , SALT LAKE CITY, UT, 841063211, US, 8014847638, 8014846232, 10/13/2005, 04/24/2008, , , , , DASKALAS, MICHAEL, J, ADMINISTRATOR, 8014847638, 313M00000X, 2004-NCF-92, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001989025, 05, NV, , =========005, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1487643904, 2, , <UNAVAIL>, NORTHERN UTAH IMAGING LLC, , , , , , , MILLCREEK IMAGING, 3, , , , , , , , 3738 S 900 E, , SALT LAKE CITY, UT, 841061913, US, 8013131955, 8013131965, 3738 S 900 E, , SALT LAKE CITY, UT, 841061913, US, 8013131955, 8013131965, 10/18/2005, 11/08/2010, , , , , HARDIN, LAVELLE, , IMAGING & ONCOLOGY MANAGED CARE, 6153725441, 2085R0202X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , P00141132, 01, UT, RR MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1982694931, 2, , <UNAVAIL>, ARUP LABORATORIES, , , , , , , , , , , , , , , , 500 CHIPETA WAY, , SLC, UT, 841081221, US, 8002422787, 8015845207, 500 CHIPETA WAY, , SLC, UT, 841081221, US, 8002422787, 8015845207, 10/21/2005, 08/06/2008, , , , , ASHWOOD, EDWARD, , LABORATORY DIRECTOR, 8002422787, 170300000X, 5084485-3601, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1477543213, 2, , <UNAVAIL>, RUSSELL B SHIELDS MD PC, , , , , , , , , , , , , , , , 425 MEDICAL DR, STE 108, BOUNTIFUL, UT, 840104945, US, 8012928444, 8012928476, 425 MEDICAL DR, STE 108, BOUNTIFUL, UT, 840104945, US, 8012928444, 8012928476, 10/24/2005, 04/08/2008, , , , , SHIELDS, RUSSELL, BRENT, PRESIDENT, 8012928444, 207Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 528566304004, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1962492504, 2, , <UNAVAIL>, LIFESKILLS VOCATIONAL CENTER, , , , , , , , , , , , , , , , 15173 ROSE CANYON RD, , HERRIMAN, UT, 840654482, US, 8015546992, 8019773751, 1656 W 1500 S, , SALT LAKE CITY, UT, 84104, US, 8019773732, 8019773751, 10/25/2005, 04/20/2008, , , , , PETTIT, JEANIE, , MANAGER, 8015546992, 251C00000X, 19967974, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , =========C, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , ADMINISTRATOR CEO, , , , , , , , , , , , , , , , 
1194715789, 2, , <UNAVAIL>, EMERY COUNTY CARE AND REHABILITATION CENTER, , , , , , , EMERY COUNTY NURSING HOME, 4, , , , , , , , P.O. BOX 936, 455 W MILL RD, FERRON, UT, 845230936, US, 4353842301, 4353843013, 455 WEST MILL ROAD, , FERRON, UT, 845230936, US, 4353842301, 4353843013, 10/25/2005, 08/13/2015, , , , , BAKER, IRIS, ILEEN, ADMINISTRATOR, 4353842301, 314000000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 690870111001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , LPN,  HFA,  RAC-CT, , , , , , , , , , , , , , , , 
1215927660, 2, , <UNAVAIL>, PORTER'S NURSING HOME INC., , , , , , , PORTER'S NURSING & REHABILITATION, 3, , , , , , , , PO BOX 2528, , ST GEORGE, UT, 847712528, US, 4356281601, , 126 W 200 N, , ST GEORGE, UT, 847702702, US, 4356281601, , 10/26/2005, 07/09/2007, , , , , ERICKSON, BRYAN, , CEO, 8014898263, 314000000X, 2005-NCF-78, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870261795017, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1740271758, 2, , <UNAVAIL>, CACHE VALLEY OXYGEN INC, , , , , , , , , , , , , , , , 1395 N 400 E, SUITE A, LOGAN, UT, 843417562, US, 4357522227, 4357531965, 1395 N 400 E, SUITE A, LOGAN, UT, 843417562, US, 4357522227, 4357531965, 10/31/2005, 06/22/2012, , , , , STOKES, ROBERT, F, OWNER/CEO, 4357522227, 332BX2000X, 53483381714, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870342871020, 05, UT, , 003075500, 05, ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , R.R.T., , , , , , , , , , , , , , , , 
1144201203, 2, , <UNAVAIL>, HORIZON HOSPICE LLC, , , , , , , , , , , , , , , , 380 N 1550 E, , LAYTON, UT, 840404539, US, 8015464368, 8015461053, 1133 N MAIN ST, , LAYTON, UT, 840414800, US, 8015464368, 8015461053, 11/07/2005, 04/20/2008, , , , , PREECE, DAIVD, L, ADMINISTRATOR, 8015464368, 251G00000X, Z85154, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1083695068, 2, , <UNAVAIL>, COMPREHENSIVE IMAGING SERVICES LLC, , , , , , , OPEN MRI OF BOUNTIFUL, 3, , , , , , , , PO BOX 635051, , CINCINNATI, OH, 452630001, US, 8664948262, , 1551 RENAISSANCE TOWNE DR, , BOUNTIFUL, UT, 840107667, US, 8012987272, , 11/08/2005, 04/20/2008, , , , , REINITZ, KIRK, , PRESIDENT, 6142101885, 2085R0202X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========0001, 05, UT, , W0617, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1376524280, 2, , <UNAVAIL>, PANGUITCH DRUG CORP, , , , , , , PANGUITCH DRUG CO, 3, , , , , , , , PO BOX 68, , PANGUITCH, UT, 847590068, US, , , 95 E CENTER, , PANGUITCH, UT, 847590068, US, 4356762212, 4356768850, 11/08/2005, 02/24/2011, , , , , MARSHALL, STEVE, , OWNER, 4356762212, 333600000X, , , N, 3336C0003X, 3417951703, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870287657001, 05, UT, , 4601894, 01, , NCPDP PROVIDER IDENTIFICATION NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1811978620, 2, , <UNAVAIL>, STATE OF UTAH, , , , , , , UTAH STATE HOSPITAL, 3, , , , , , , , PO BOX 270, , PROVO, UT, 846030270, US, 8013444400, 8013444225, 1300 E CENTER ST, , PROVO, UT, 846063554, US, 8013444400, 8013444225, 11/09/2005, 12/05/2016, , , , , EARNSHAW, DALLAS, , SUPERINTENDENT, 8013444200, 283Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , UT00882, 01, UT, MEDICARE B SUBMITTER ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , APRN, , , , , , , , , , , , , , , , 
1841271558, 2, , <UNAVAIL>, WESTERN NEWBORN SPECIALISTS, , , , , , , , , , , , , , , , PO BOX 520691, , SALT LAKE CITY, UT, 84152, US, 8012962113, 8019512389, 1200 E 3900 S, , SALT LAKE CITY, UT, 84124, US, 8012962113, 8019512389, 11/09/2005, 11/02/2011, , , , , LIU, ELLEN, , V PRESIDENT, 8012962113, 208000000X, 13593400144, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 118584500, 05, WY, , 1841271558, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1376524991, 2, , <UNAVAIL>, PERFECT FEET INC, , , , , , , , , , , , , , , , 5728 S 1475 E, SUITE 102, OGDEN, UT, 844034833, US, 8017107347, 8014794577, 5728 S 1475 E, SUITE 102, OGDEN, UT, 844034833, US, 8017107347, 8014794577, 11/10/2005, 04/20/2008, , , , , WATSON, BENJAMIN, KEN, PRESIDENT, 8017107347, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1598747768, 2, , <UNAVAIL>, ENT SURGICAL ASSOCIATES PC, , , , , , , , , , , , , , , , 2376 NORTH 400 EAST, SUITE 202, TOOELE, UT, 84074, US, 4358339600, , 2376 NORTH 400 EAST, SUITE 202, TOOELE, UT, 84074, US, 4358339600, , 11/15/2005, 09/10/2009, , , , , VENTURA, PETER, , PRESIDENT, 4358339600, 207Y00000X, 58686931205, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 529861509001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1831171941, 2, , <UNAVAIL>, FAMILY PLAZA PHARMACY INC, , , , , , , FAMILY PLAZA PHARMACY, 3, , , , , , , , 3570 W 9000 S, STE 150, WEST JORDAN, UT, 840888869, US, 8015690175, 8015696941, 3570 W 9000 S, STE 150, WEST JORDAN, UT, 840888869, US, 8015690175, 8015698941, 11/15/2005, 08/12/2016, , , , , JENSEN, SHANE, , OWNER, 8015690175, 333600000X, , , N, 3336C0003X, 6732558-1703, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========007, 05, UT, , 2099816, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PHARMD, , , , , , , , , , , , , , , , 
1184607400, 2, , <UNAVAIL>, DISCOVERY HOUSE GROUP, , , , , , , DISCOVERY HOUSE UTAH COUNTY, 3, , , , , , , , 66 PAVILION AVE, , PROVIDENCE, RI, 029051522, US, 4017802300, 4017802397, 714 S STATE ST, , OREM, UT, 840586366, US, 8014266565, 8014266464, 11/21/2005, 07/08/2007, , , , , MORGAN, MARK, , PROGRAM DIRECTOR, 8014266565, 261QM2800X, UT11041, UT, X, 261QR0405X, 11041, UT, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1801879226, 2, , <UNAVAIL>, ALPINE MANAGEMENT AND CONSULTING, , , , , , , , , , , , , , , , 2310 N 400 E, SUITE A, LOGAN, UT, 843411788, US, 4357872000, 4357871913, 1030 MEDICAL DR STE A, , BRIGHAM CITY, UT, 843023276, US, 4357239700, 4357871913, 11/21/2005, 03/08/2018, , , , , HENINGER, SPENCER, BOWEN, PODIATRIST, 4357872000, 207X00000X, , , Y, 207XS0106X, , UT, N, 207XS0117X, , UT, N, 207XX0004X, , UT, N, 213ES0103X, 5336197-0501, UT, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , DPM, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , 
1528041662, 2, , <UNAVAIL>, PERSONAL PERFORMANCE MEDICAL CORP, , , , , , , FIT-WELL PROSTHETIC & ORTHOTIC CENTER, 3, , , , , , , , 50 S 900 E, SUITE 1, SALT LAKE CITY, UT, 841021366, US, 8013643100, 8015755462, 50 S 900 E, SUITE 1, SALT LAKE CITY, UT, 841021366, US, 8013643100, 8015755462, 11/22/2005, 12/17/2008, , , , , ALLEN, SCOTT, E, OWNER, 8013643100, 335E00000X, 19793280, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========003, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , CERTIFIED PROSTHETIS, , , , , , , , , , , , , , , , 
1265415327, 2, , <UNAVAIL>, ICARE PHARMACY, , , , , , , , , , , , , , , , 109 W GENTILE ST., , LAYTON, UT, 84041, US, 8013363043, , 109 W GENTILE ST., , LAYTON, UT, 84041, US, 8013363043, , 11/22/2005, 07/08/2007, , , , , RANDALL, SHEILA, C, CHIEF PHARMACIST, 8013363043, 183500000X, , UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , BI9478771, 01, UT, DEA NUMBER, 4610350, 01, UT, NCPDP NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , RPH, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1881677722, 2, , <UNAVAIL>, BEAVER VALLEY PHARMACY SERVICES, , , , , , , BEAVER DRUG AND GIFT, 3, , , , , , , , PO BOX 1438, 98 N MAIN ST, BEAVER, UT, 847131438, US, 4354382588, , 98 N MAIN ST, , BEAVER, UT, 847131438, US, 4354382588, , 11/23/2005, 10/31/2007, , , , , ROBINSON, BYRON, SCOTT, PRESIDENT, 4354382588, 333600000X, 58419781703, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870256721009, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , PHARM.D., , , , , , , , , , , , , , , , 
1306829122, 2, , <UNAVAIL>, DISCOVERY HOUSE GROUP, , , , , , , DISCOVERY HOUSE UTAH, 3, , , , , , , , 66 PAVILION AVE, , PROVIDENCE, RI, 029051522, US, 4017802300, 4017802397, 449 E 2100 S, , SALT LAKE CITY, UT, 841152237, US, 8015962111, 8013593878, 11/25/2005, 04/20/2008, , , , , MORRIS, PETER, , VP OF FINANCE, 4017802300, 261QM2800X, 8620, UT, X, 261QR0405X, 8620, UT, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========019, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1205819968, 2, , <UNAVAIL>, WINEGARS SUPER MARKETS INC, , , , , , , WINEGARS SUPERMARKETS, 3, , , , , , , , 574 W 3400 S, , BOUNTIFUL, UT, 840108036, US, 8012985407, 8012985463, 1080 W 300 N, , CLEARFIELD, UT, 840158732, US, 8017737330, 8015250175, 11/26/2005, 10/07/2015, , , , , WINEGAR, LONNY, , VICE PRESIDENT, 8012985407, 3336C0003X, 9423319-1703, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2154481, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1154304749, 2, , <UNAVAIL>, RIDGELINE ENDOSCOPY CENTER L.C., , , , , , , RIDGELINE ENDOSCOPY CENTER, 3, , , , , , , , 6028 S RIDGELINE DR, SUITE 100, SOUTH OGDEN, UT, 844056914, US, 8014754988, 8014754948, 6028 S RIDGELINE DR, SUITE 100, SOUTH OGDEN, UT, 844056914, US, 8014754988, 8014754948, 11/28/2005, 07/08/2007, , , , , LOWE, JOHN, , GENERAL PARTNER, 8014755400, 261QA1903X, 2004-ASF-9993, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 876047546005, 05, UT, , 49004666, 01, , RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , M.D., , , , , , , , , , , , , , , , 
1013991256, 2, , <UNAVAIL>, SORENSONS RANCH SCHOOL, , , , , , , SORENSONS RESIDENTIAL TREATMENT CENTER, 5, , , , , , , , 410 N 100 E, P.O. BOX 440219, KOOSHAREM, UT, 847447700, US, 4356387318, 4356387582, 410 N 100 E, , KOOSHAREM, UT, 847447700, US, 4356387318, 4356387582, 12/01/2005, 07/08/2007, , , , , SORENSON, SHANE, , DIRECTOR, 4356387318, 323P00000X, 8393, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , HS727PI, 05, AK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
