1699778829, 2, , <UNAVAIL>, CHIPPEWA VALLEY ORTHOPEDICS AND SPORTS MEDICINE CLINIC SC, , , , , , , , , , , , , , , , 1200 OAKLEAF WAY, SUITE A, ALTOONA, WI, 547202245, US, 7158321400, 7158324187, 1200 OAKLEAF WAY, SUITE A, ALTOONA, WI, 547202245, US, 7158321400, 7158324187, 05/23/2005, 10/27/2014, , , , , DRAWBERT, JOHN, PAUL, PRESIDENT, 7158321400, 207T00000X, , , N, 207X00000X, , , Y, 208VP0014X, 54216, WI, N, 213ES0103X, , , N, 261QM1200X, , , N, 332B00000X, , WI, N, 363A00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2416091, 01, WI, UNITED HEALTHCARE, =========015, 01, WI, BLUE CROSS BLUE SHIELD, 41741700, 05, WI, , 542R9CH, 01, WI, BCBS OF MN, 220399400, 01, WI, OWCP, 21278700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , 
1841293768, 2, , <UNAVAIL>, COUNTY OF LINCOLN, , , , , , , LINCOLN COUNTY EMS, 3, , , , , , , , 801 N SALES ST, SUITE 201, MERRILL, WI, 544521633, US, 7155361019, 7155398054, 801 N SALES ST, SUITE 201, MERRILL, WI, 544521633, US, 7155391019, 7155398054, 05/24/2005, 11/11/2008, , , , , RAUCHLE, DEBORAH, A, ADMINISTRATIVE SECRETARY, 7155391019, 3416L0300X, 6020121, WI, N, 3416L0300X, 6000121, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41329500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1588667406, 2, , <UNAVAIL>, COUNTY OF DUNN, , , , , , , DUNN COUNTY DEPARTMENT OF HUMAN SERVICES & ADRC, 3, , , , , , , , 3001 US HIGHWAY 12 EAST, SUITE 160, MENOMONIE, WI, 547513045, US, 7152321116, 7152325987, 3001 US HIGHWAY 12 EAST, SUITE 160, MENOMONIE, WI, 547513045, US, 7152321116, 7152325987, 05/24/2005, 07/17/2015, , , , , KORPELA, KRISTIN, M, DIRECTOR, 7152312750, 101YM0800X, 1287, WI, N, 101YP2500X, 1287, WI, N, 103TB0200X, 1287, WI, N, 106H00000X, 1287, WI, N, 163WP0808X, 1287, WI, N, 2084P0800X, 1287, WI, N, 261QM0801X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 67551DU, 01, WI, COMPREHENSIVE CARE SERV, 42141400, 05, WI, , 60011400, 05, WI, , =========013, 01, WI, BC & BS OF WI PROVIDER ID, 260050222, 01, WI, RAILROAD MEDICARE, 9009DU, 01, MN, BC & BS OF MN PROVIDER ID, 94112, 01, WI, PREFERREDONE FACILITY ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COUNTY OF DUNN, <UNAVAIL>, MS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , 
1821081936, 2, , <UNAVAIL>, NURSING HOMES INC, , , , , , , MAPLEWOOD OF SAUK PRAIRIE, 3, , , , , , , , 245 SYCAMORE ST, , SAUK CITY, WI, 535831013, US, 6086433383, 6086432629, 245 SYCAMORE ST, , SAUK CITY, WI, 535831013, US, 6086433383, 6086432629, 08/24/2005, 12/18/2016, , , , , JORGENSEN, KELLY, , MGR, 6086433383, 3336L0003X, 7442, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 33204100, 05, WI, , 2113946, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PHARMD, , , , , , , , , , , , , , , , 
1740273770, 2, , <UNAVAIL>, MILWAUKEE EYE CARE ASSOCIATES S.C. #2, , , , , , , FOOTE LASER VISION, 5, , , , , , , , 1684 N PROSPECT AVE, , MILWAUKEE, WI, 532022408, US, 4142712020, , 17280 W NORTH AVE, SUITE 100, BROOKFIELD, WI, 530454366, US, 4142712020, , 08/24/2005, 05/01/2008, , , , , FOOTE, PETER, S, OWNER, 4142712020, 207W00000X, =========, , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0000068570, 01, WI, DMERC PIN, =========2017, 01, WI, ANTHEM BCBS, 38711800, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1356334205, 2, , <UNAVAIL>, BETHANY ST. JOSEPH CORPORATION, , , , , , , BETHANY ST. JOSEPH CARE CENTER, 3, , , , , , , , 2501 SHELBY RD, , LA CROSSE, WI, 546018037, US, 6087885700, 6087884030, 2501 SHELBY RD, , LA CROSSE, WI, 546018037, US, 6087885700, 6087884030, 08/25/2005, 01/14/2009, , , , , STEINHOFF, DAN, , CHIEF FINANCIAL OFFICER, 6087885700, 314000000X, 2540, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20141100, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1265425128, 2, , <UNAVAIL>, WISCONSIN HEARING AID CENTERS, , , , , , , , , , , , , , , , 823 N 2ND ST, SUITE 213, MILWAUKEE, WI, 532031818, US, 4142721466, 4142721467, 823 N 2ND ST, SUITE 213, MILWAUKEE, WI, 532031818, US, 4142721466, 4142721467, 08/25/2005, 05/08/2014, , , , , PETERSON, KIM, , PRESIDENT, 4142721466, 332S00000X, 332S00000X, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 42821400, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , HIS, , , , , , , , , , , , , , , , 
1780677633, 2, , <UNAVAIL>, WAUKESHA UROLOGY ASSOCIATES SC, , , , , , , , , , , , , , , , 721 AMERICAN AVE, SUITE 402, WAUKESHA, WI, 531885071, US, 2625483600, 2625483539, 721 AMERICAN AVE, SUITE 402, WAUKESHA, WI, 531885071, US, 2625483600, 2625483539, 08/25/2005, 04/20/2008, , , , , LAWSON, RUSSELL, K, PRESIDENT, 2625483600, 208800000X, 20043, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, WI, FEIN, 21258900, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1033102983, 2, , <UNAVAIL>, BETHANY ST. JOSEPH CORPORATION, , , , , , , ONALASKA CARE CENTER, 3, , , , , , , , 1600 MAIN ST, , ONALASKA, WI, 546502838, US, 6087834681, 6087818148, 1600 MAIN ST, , ONALASKA, WI, 546502838, US, 6087834681, 6087818148, 08/25/2005, 07/08/2007, , , , , STEINHOFF, DAN, , CHIEF FINANCIAL OFFICER, 6087885700, 314000000X, 3160, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20184700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1750374609, 2, , <UNAVAIL>, BETHANY ST. JOSEPH CORPORATION, , , , , , , MARINUKA MANOR, 3, , , , , , , , 19475 SILVER CREEK RD, , GALESVILLE, WI, 546306400, US, 6085822211, 6085824068, 19475 SILVER CREEK RD, , GALESVILLE, WI, 546306400, US, 6085822211, 6085824068, 08/25/2005, 02/20/2017, , , , , STEINHOFF, DAN, , CHIEF FINANCIAL OFFICER, 6087885700, 314000000X, 2498, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20143500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1750374575, 2, , <UNAVAIL>, MCDONOUGH ORTHOPAEDIC AND SPORTS MEDICINE CENTER SC, , , , , , , , , , , , , , , , PO BOX 8075, , WISCONSIN RAPIDS, WI, 544958075, US, 7154215255, 7154210111, 410 DEWEY ST, , WISCONSIN RAPIDS, WI, 544944715, US, 7154215257, 7154210111, 08/26/2005, 08/06/2010, , , , , CHRISTIE, WAYNE, R, VICE PRESIDENT, 7154215257, 261QP2000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 32685600, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, MCDONOUGH ORTHOPAEDIC AND SPORTS MEDICINE CENTER SC, <UNAVAIL>, MR., , MD, , , , , , , , , , , , , , , , 
1114910940, 2, , <UNAVAIL>, PEAK PHYSICAL THERAPY LLC, , , , , , , , , , , , , , , , 5973 EXECUTIVE DR, , FITCHBURG, WI, 537195303, US, 6083343334, 6082680745, 5973 EXECUTIVE DR, , FITCHBURG, WI, 537195303, US, 6083343334, 6082680745, 08/26/2005, 07/08/2007, , , , , VOELZ, JOHN, THOMAS, PHYSICAL THERAPIST/OWNER, 6083343334, 225100000X, 9593024, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , DPT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1073506838, 2, , <UNAVAIL>, MCDONOUGH ORTHOPAEDIC AND SPORTS MEDICINE CENTER SC, , , , , , , , , , , , , , , , PO BOX 8075, , WISCONSIN RAPIDS, WI, 544958075, US, 7154215257, 7154210111, 410 DEWEY ST, , WISCONSIN RAPIDS, WI, 544944715, US, 7154215257, 7154210111, 08/26/2005, 03/06/2009, , , , , CHRISTIE, WAYNE, R, VICE PRESIDENT MCDONOUGH ORTHOPAEDI, 7154215257, 332B00000X, , , Y, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 416963000, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, MCDONOUGH ORTHOPAEDIC AND SPORTS MEDICINE CENTER SC, <UNAVAIL>, MR., , MD, , , , , , , , , , , , , , , , 
1609869460, 2, , <UNAVAIL>, MCDONOUGH ORTHOPAEDIC AND SPORTS MEDICINE CENTER SC, , , , , , , , , , , , , , , , PO BOX 8075, , WISCONSIN RAPIDS, WI, 544958075, US, 7154215257, 7154210111, 410 DEWEY ST, , WISCONSIN RAPIDS, WI, 544944715, US, 7154215257, 7154210111, 08/26/2005, 03/05/2009, , , , , CHRISTIE, WAYNE, R, VICE PRESIDENT, 7154215257, 207QS0010X, , WI, N, 207X00000X, , , Y, 213ES0103X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 32685600, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MD, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1508859208, 2, , <UNAVAIL>, BETHANY ST. JOSEPH CORPORATION, , , , , , , NORSELAND NURSING HOME, 3, , , , , , , , 323 BLACK RIVER AVE, , WESTBY, WI, 546671127, US, 6086343747, 6086343799, 323 BLACK RIVER AVE, , WESTBY, WI, 546671127, US, 6086343747, 6086343799, 08/26/2005, 07/08/2007, , , , , STEINHOFF, DAN, , CHIEF FINANCIAL OFFICER, 6087885700, 314000000X, 2495, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20143800, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1679566327, 2, , <UNAVAIL>, COUNTY OF SAWYER, , , , , , , SAWYER COUNTY HEALTH & HUMAN SERVICES, 3, , , , , , , , 10610 MAIN ST, SUITE 224, HAYWARD, WI, 548436595, US, 7156344874, 7156343580, 10610 MAIN ST, SUITE 224, HAYWARD, WI, 548436595, US, 7156344874, 7156343580, 08/29/2005, 04/28/2015, , , , , GRAHOVAC, PAUL, , AGENCY DIRECTOR, 7156383334, 251B00000X, , , N, 251K00000X, , , Y, 251S00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 600000110, 05, WI, , 42009300, 05, WI, , 42552100, 05, WI, , 43084500, 05, WI, , 42115700, 05, WI, , 43075400, 05, WI, , 41521800, 05, WI, , 43103000, 05, WI, , 41852200, 05, WI, , 43426200, 05, WI, , 44000300, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1407849011, 2, , <UNAVAIL>, AFFILIATED DERMATOLOGISTS SC, , , , , , , , , , , , , , , , 13800 W NORTH AVE, SUITE 100, BROOKFIELD, WI, 530054974, US, 2627544488, 2627544940, 13800 W NORTH AVE, SUITE 100, BROOKFIELD, WI, 530054974, US, 2627544488, 2627544940, 08/30/2005, 05/10/2011, , , , , STOKES, KATHLEEN, SARAH, PRESIDENT, 2627544488, 207N00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 32772000, 05, WI, , CE7277, 01, WI, RAILROAD MEDICARE, =========012, 01, WI, BLUE CROSS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1740273358, 2, , <UNAVAIL>, LAFAYETTE COUNTY, , , , , , , DBA - LAFAYETTE COUNTY HUMAN SERVICES, 3, , , , , , , , 15701 COUNTY ROAD K, , DARLINGTON, WI, 535300130, US, 6087764800, 6087764890, 15701 COUNTY ROAD K, , DARLINGTON, WI, 535309207, US, 6087764800, 6087764914, 08/30/2005, 07/19/2017, , , , , SCHUHMACHER, SHANE, THOMAS, DIRECTOR, 6087764800, 251B00000X, , WI, N, 251E00000X, , WI, N, 261QD1600X, , WI, N, 261QM0801X, 1490, WI, Y, 261QM0801X, 2279, WI, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 42139000, 05, WI, , 43073300, 05, WI, , 43104500, 05, WI, , 43427700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , LPC, , , , , , , , , , , , , , , , 
1073506622, 2, , <UNAVAIL>, MONONA REHABILITATION SERVICES INC, , , , , , , , , , , , , , , , PO BOX 6157, MONONA REHABILITATION SERVICES, MADISON, WI, 537160157, US, 6082222325, 6082223823, 4100 MONONA DR, MONONA REHABILITATION SERVICES, MADISON, WI, 537161674, US, 6082222325, 6082223823, 08/30/2005, 07/08/2007, , , , , KUNZ, JEFFREY, RM, PRESIDENT, 6082222325, 225100000X, 2804024, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1255324752, 2, , <UNAVAIL>, WESTERN WISCONSIN MEDICAL ASSOCIATES, , , , , , , VIBRANT HEALTH FAMILY CLINICS, 3, , , , , , , , 1687 E DIVISION ST, , RIVER FALLS, WI, 540221571, US, 7154256701, 7154263994, 1687 E DIVISION ST, , RIVER FALLS, WI, 540221571, US, 7154256701, 7154263994, 08/30/2005, 08/14/2014, , , , , LIJEWSKI, KERITH, W, MEDICAL DIRECTOR, 7154256701, 261QP2300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 32748700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, , , , , , , , , , , , , , , , 
1851385231, 2, , <UNAVAIL>, BORNEMANN NURSING HOME INC, , , , , , , , , , , , , , , , 226 BORNEMANN ST, , GREEN BAY, WI, 54302, US, 9204688675, 9204680667, 226 BORNEMANN ST, , GREEN BAY, WI, 54302, US, 9204688675, 9204680667, 08/31/2005, 07/08/2007, , , , , DAVIS, BONNIE, J, NHA OWNER, 9204688675, 314000000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20163500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1457345795, 2, , <UNAVAIL>, WASHINGTON COUNTY, , , , , , , SAMARITAN HEALTH CENTER, 3, , , , , , , , 531 E WASHINGTON ST, , WEST BEND, WI, 530952531, US, 2623354500, 2623354699, 531 E WASHINGTON ST, , WEST BEND, WI, 530952531, US, 2623354500, 2623354699, 09/01/2005, 07/09/2007, , , , , SOMERS, EDWARD, E, ADMINISTRATOR, 2623354500, 314000000X, 2385, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20135300, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1144214388, 2, , <UNAVAIL>, RICHARD A STELIGA MD SC, , , , , , , , , , , , , , , , 3070 N 51ST ST, STE 405, MILWAUKEE, WI, 532101661, US, 4148718888, 4148719035, 3070 N 51ST ST, STE 405, MILWAUKEE, WI, 532101661, US, 4148718888, 4148719035, 09/02/2005, 03/28/2012, , , , , STELIGA, RICHARD, ALLEN, PRESIDENT, 4148718888, 208600000X, 18634, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30262100, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1881688059, 2, , <UNAVAIL>, PINE HAVEN CHRISTIAN HOME INC, , , , , , , , , , , , , , , , 531 GIDDINGS AVE, PINE HAVEN CHRISTIAN HOME INC, SHEBOYGAN FALLS, WI, 530851707, US, 9204672401, 9204677273, 220 HAVEN DRIVE, , SHEBOYGAN FALLS, WI, 53085, US, 9204672401, 9204677273, 09/02/2005, 06/22/2015, , , , , HALVERSON, MARTIN, , CFO, 9205505257, 314000000X, 356, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20012000, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
