1720081763, 2, , <UNAVAIL>, TOWNE & COUNTRY PHARMACY FLORIST & GIFTS INC, , , , , , , , , , , , , , , , PO BOX 364, 675 EAST HWY 60, HARDINSBURG, KY, 401430364, US, 2707562151, 2707565199, 675 EAST HWY 60, , HARDINSBURG, KY, 401430675, US, 2707562151, 2707565199, 05/23/2005, 05/03/2017, , , , , WILLOUGHBY, LAURA, GAYLE, PHARMACIST, 2707562151, 183500000X, P06296, KY, N, 332BX2000X, MG0340, KY, Y, 333600000X, P06296, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 90050147, 05, KY, , 000000189330, 01, KY, ANTHEM, 1071411, 01, KY, PASSPORT, 54032560, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RPH, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1376541201, 2, , <UNAVAIL>, ANCHORAGE AMBULANCE DISTRICT, , , , , , , , , , , , , , , , 836 4TH AVENUE, , HUNTINGTON, WV, 25701, US, 8006764785, 3045224222, 1400 EVERGREEN RD, , ANCHORAGE, KY, 402231418, US, 5022456755, 5022459029, 07/13/2005, 04/20/2008, , , , , LAGE, WALTER, , CHIEF, 5022456755, 341600000X, 1431, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1064754, 01, KY, PASSPORT, 000000070175, 01, KY, ANTHEM, 2434468000, 01, KY, PASSPORT ADVANTAGE, 55056162, 05, KY, , 56029705, 05, KY, , 00001183289, 01, KY, CHA, =========, 01, KY, UMWA, =========, 01, KY, TRICARE, =========00, 01, OH, OH WORKERS COMP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1528066537, 2, , <UNAVAIL>, MASON COUNTY, , , , , , , MAYSVILLE MASON COUNTY AMBULANCE SERVICE, 3, , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 216 BRIDGE ST, , MAYSVILLE, KY, 410561208, US, 6065649419, 6065649416, 07/13/2005, 06/16/2008, , , , , BACH, ERICH, , CHIEF, 6065649419, 3416L0300X, 1506, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590015160, 01, KY, RAILROAD MEDICARE, 50007449, 01, KY, PASSPORT, 2348721, 05, OH, , 000000246937, 01, KY, ANTHEM, =========, 01, KY, UMWA, =========, 01, KY, TRICARE, 2448602000, 01, KY, PASSPORT ADVANTAGE, 55081012, 05, KY, , 560052266, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1447258421, 2, , <UNAVAIL>, CITY OF LUDLOW, , , , , , , CITY OF LUDLOW FIRE DEPARTMENT, 3, , , , , , , , 10361 SPARTAN DR, , CINCINNATI, OH, 452151220, US, 8009621484, , 234 OAK STREET, , LUDLOW, KY, 410161415, US, 8595818600, 8595818602, 07/13/2005, 05/03/2017, , , , , DREYER, ROBERT, , CHIEF, 8595818600, 341600000X, , , N, 341600000X, 1495, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000341011, 01, KY, ANTHEM BCBS, 50004670, 01, KY, PASSPORT HEALTH, =========, 01, KY, UNITED MINE WORKERS, P00264462, 01, KY, RAILROAD MEDICARE, 2741019, 05, OH, , =========, 01, KY, TRICARE 4 LIFE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1881692861, 2, , <UNAVAIL>, WESTERN KENTUCKY HEART AND LUNG ASSOCIATES PSC, , , , , , , , , , , , , , , , 825 2ND AVE, B1, BOWLING GREEN, KY, 421011786, US, 2707820251, 2707827528, 825 2ND AVE, B1, BOWLING GREEN, KY, 421011786, US, 2707820251, 2707827528, 07/13/2005, 09/11/2014, , , , , KAZIMUDDIN, MOHAMMED, , PRESIDENT, 2707820151, 207R00000X, =========, KY, Y, 207RI0011X, =========, KY, N, 207RP1001X, =========, KY, N, 363L00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , 
1659379550, 2, , <UNAVAIL>, ALEXANDRIA FIRE DISTRICT, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 7951 ALEXANDRIA PIKE, , ALEXANDRIA, KY, 410011159, US, 8596355991, 8596355999, 07/13/2005, 04/20/2008, , , , , CICCARELLA, JIM, , DIRECTOR, 8596355991, 341600000X, 1558, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0973497, 05, OH, , 56016744, 05, KY, , 000000192807, 01, KY, ANTHEM, 50013570, 01, KY, PASSPORT, 55000277, 05, KY, , 2822889000, 01, KY, PASSPORT ADVANTAGE, =========, 01, KY, UMWA, =========, 01, KY, TRICARE, =========00, 01, OH, OH WORKERS COMP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1477551372, 2, , <UNAVAIL>, CITY OF COVINGTON, , , , , , , COVINGTON FIRE DEPARTMENT, 3, , , , , , , , 1105 SCHROCK RD, SUITE 610, COLUMBUS, OH, 432291158, US, 8889872083, 6149872075, 100 E ROBBINS ST, , COVINGTON, KY, 410113122, US, 8594310962, 8592922179, 07/13/2005, 08/28/2013, , , , , MATHEW, DANIEL, , FIRE CHIEF, 8592922345, 341600000X, 1304, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590009538, 01, , RRM, 55059034, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1235137134, 2, , <UNAVAIL>, BURLINGTON FIRE PROTECTION DISTRICT, , , , , , , , , , , , , , , , PO BOX 621005, , CINCINNATI, OH, 452621005, US, 8009621484, 5137724464, 6050 FIREHOUSE DR., , BURLINGTON, KY, 41005, US, 8595866161, 8595865178, 07/13/2005, 03/12/2013, , , , , BUTCHER, ROBERT, , ASSISTANT CHIEF, 8595866161, 341600000X, 1490, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000070330, 01, KY, ANTHEM, 590009761, 01, KY, RAILROAD MEDICARE, 2734368000, 01, KY, PASSPORT ADVANTAGE, =========00, 01, OH, OH WORKERS COMP, =========, 01, KY, UMWA, 0199897, 05, OH, , 50010988, 01, KY, PASSPORT, =========, 01, KY, TRICARE, 081219700, 01, KY, BLACK LUNG, 55008072, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1184622086, 2, , <UNAVAIL>, BELLEVIEW MCVILLE FIRE PROTECTION DISTRICT, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 6900 MCVILLE RD, , BURLINGTON, KY, 410058660, US, 8595866060, , 07/13/2005, 06/20/2013, , , , , HERMES, JEFF, , CHIEF, 8595866060, 341600000X, 1480, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000489752, 01, KY, ANTHEM, =========00, 01, OH, OH WORKERS COMP, 2693232, 05, OH, , 55000350, 05, KY, , 590014528, 01, KY, RAILROAD MEDICARE, =========, 01, KY, UMWA, 610156530, 01, KY, TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1861490765, 2, , <UNAVAIL>, BOYLE COUNTY FISCAL COURT, , , , , , , BOYLE COUNTY EMS, 3, , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 1856 S DANVILLE BYP, , DANVILLE, KY, 404228401, US, 8592381133, 8592381135, 07/13/2005, 04/20/2008, , , , , ELLIS, BRAD, , CHIEF, 8592381133, 341600000X, 1540, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1077344, 01, KY, PASSPORT, 000000011569, 01, KY, CHA, =========, 01, KY, UMWA, 56003544, 05, KY, , 000000070442, 01, KY, ANTHEM, =========, 01, KY, TRICARE, =========00, 01, OH, OH WORKERS COMP, 55011035, 05, KY, , 2435310000, 01, KY, PASSPORT ADVANTAGE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1770581670, 2, , <UNAVAIL>, BROMLEY VOLUNTEER FIRE DEPT INC, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 226 BOONE ST, , BROMLEY, KY, 410161219, US, 8592612492, 8592612977, 07/13/2005, 04/20/2008, , , , , GRIMES, PATTY, , CHIEF, 8592612492, 341600000X, 1497, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, KY, TRICARE, =========00, 01, OH, OH WORKERS COMP, 56019920, 05, KY, , 000000278493, 01, KY, ANTHEM, =========, 01, KY, UMWA, 55000475, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1689672586, 2, , <UNAVAIL>, BROWN AMBULANCE SERVICE INC, , , , , , , , , , , , , , , , PO BOX 589, , MADISONVILLE, KY, 424315011, US, 2708248123, 2708248140, 101 ROGERS PARK, SUITE 1, CYNTHIANA, KY, 410311242, US, 8592341515, 8592341566, 07/13/2005, 02/23/2018, , , , , DOUGLAS, JONI, , VICE PRESIDENT, 8592350622, 3416L0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 97349, 01, , COVENTRY - MEDICAID MCO, =========00, 01, OH, OH WORKERS COMP, 000000074795, 01, KY, ANTHEM, 1083653, 01, KY, PASSPORT, 163165900, 01, , FEDERAL BLACK LUNG, 000000014500, 01, KY, CHA, 243562100, 01, KY, PASSPORT ADVANTAGE, =========, 01, KY, TRICARE, 590015159, 01, KY, RAILROAD MEDICARE, =========, 01, KY, UMWA, 56003577, 05, KY, , 55049019, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1497753396, 2, , <UNAVAIL>, CARTER CO EMERGENCY AMBULANCE SERVICE DISTRICT, , , , , , , , , , , , , , , , 836 4TH AVENUE, , HUNTINGTON, WV, 25701, US, 8006764785, 3045224222, 12 CROSSBAR RD, , GRAYSON, KY, 411431551, US, 6064748181, 6064740529, 07/13/2005, 04/03/2013, , , , , HORN, JERRY, , CHIEF, 6064748181, 341600000X, 1174, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2504098, 05, OH, , 590005372, 01, KY, RAILROAD MEDICARE, 200521230A, 05, IN, , 56003668, 05, KY, , 55022016, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1083612907, 2, , <UNAVAIL>, BOYD COUNTY AMBULANCE SERVICE DIST, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 2758 GREENUP AVE, , ASHLAND, KY, 411011953, US, 6063259702, 6063259703, 07/13/2005, 03/27/2013, , , , , ADAMS, TOM, , CHIEF, 6063259702, 341600000X, 1386, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000229915, 01, KY, ANTHEM BCBS, 163289800, 01, KY, FEDERAL DEPT OF LABOR, =========, 01, KY, UMWA, 1054560, 01, WV, WV WORKERS COMP, 224865, 01, KY, CARELINK, 406590608, 01, KY, RAILROAD  MEDICARE, 55000992, 05, KY, , 163289800, 01, KY, BLACK LUNG, =========, 01, KY, TRICARE, 2426315, 05, OH, , 50003405, 01, KY, PASSPORT, =========00, 01, OH, OPH WORKERS COMP, 0227001000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1922006857, 2, , <UNAVAIL>, CAMPBELL COUNTY FIRE PROTECTION DISTRICT ONE, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 6844 FOUR MILE RD, , MELBOURNE, KY, 410599506, US, 8596359255, 8594410394, 07/13/2005, 07/17/2013, , , , , BUCKLER, GREG, , CHIEF, 8596359255, 341600000X, 1481, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55000574, 05, KY, , 080041400, 01, KY, BLACK LUNG, =========, 01, KY, UMWA, 56021074, 05, KY, , 2390041, 05, OH, , 000000265316, 01, KY, ANTHEM, 590015193, 01, KY, RAILROAD MEDICARE, =========, 01, KY, TRICARE, =========00, 01, KY, OH WORKERS COMP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1720086721, 2, , <UNAVAIL>, MARION COUNTY COUNTY TREASURER, , , , , , , MARION COUNTY FISCAL COURT, 3, , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 436 W WALNUT ST, , LEBANON, KY, 400331347, US, 2706926666, 2706922941, 07/13/2005, 06/08/2011, , , , , TURNER, ROBBIE, , CHIEF, 2706926666, 3416L0300X, 1470, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 56004252, 05, KY, , 1064466, 01, KY, PASSPORT, =========, 01, KY, TRICARE, 590011545, 01, KY, RAILROAD MEDICARE, 000000070452, 01, KY, ANTHEM, 2434446000, 01, KY, PASSPORT ADVANTAGE, 55078026, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1255339164, 2, , <UNAVAIL>, CUTSHIN VOLUNTEER FIRE & RESCUE, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 100 W RESCUE LANE, , YEADDISS, KY, 417778637, US, 6062794125, 6062794125, 07/13/2005, 10/18/2016, , , , , JOSEPH, MICHAEL, , CHIEF, 6062794125, 341600000X, 1620, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590012383, 01, KY, RAILROAD MEDICARE, 56008220, 05, KY, , =========, 01, KY, UMWA, 081068100, 01, KY, BLACK LUNG, 000000070112, 01, KY, ANTHEM, =========, 01, KY, TRICARE, 55066054, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1336147248, 2, , <UNAVAIL>, FIRE DEPARTMENT OF BELLEVUE DAYTON, , , , , , , , , , , , , , , , 10361 SPARTAN DR, , CINCINNATI, OH, 452151220, US, 8009621484, 5137724464, 514 6TH AVENUE, , DAYTON, KY, 410741142, US, 8592610083, 8592612578, 07/13/2005, 11/07/2016, , , , , AUTERI, MIKE, , CHIEF, 8592610083, 341600000X, 1127, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 56022015, 05, KY, , 080041000, 01, KY, BLACK LUNG, 0142063, 05, OH, , 1170609 NON-PAR, 01, KY, PASSPORT, =========00, 01, OH, OH WORKERS COMP, 000000244999, 01, KY, ANTHEM, 590015206, 01, KY, RAILROAD MEDICARE, 612866500, 01, KY, FEDERAL LABOR, 61140724, 01, KY, TRICARE, =========, 01, KY, UMWA, 55000640, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1285632109, 2, , <UNAVAIL>, MARCUM & WALLACE MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , 60 MERCY CT, , IRVINE, KY, 403361331, US, 6067232115, 6067232951, 60 MERCY CT, , IRVINE, KY, 403361331, US, 6067232115, 6067232951, 07/13/2005, 04/20/2008, , , , , STARLING, SUSAN, , PRESIDENT/CEO, 6067262168, 282NC0060X, =========, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 01002526, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , RN,  MSN, , , , , , , , , , , , , , , , 
1699773515, 2, , <UNAVAIL>, BATH COUNTY AMBULANCE DISTRICT, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 78 ROWLAND AVE, , OWINGSVILLE, KY, 403602013, US, 6066748158, 6066742768, 07/13/2005, 09/16/2010, , , , , BEALERT, GARY, , CHIEF, 6066748158, 341600000X, 1553, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000011060, 01, KY, CHA, 000000070164, 01, KY, ANTHEM, =========, 01, KY, UMWA, 2279869, 05, OH, , =========00, 01, OH, OH WORKERS COMP, 55001598, 05, KY, , 56031396, 05, KY, , 590014359, 01, KY, RAILROAD MEDICARE, =========, 01, KY, TRICARE, 200338400A, 05, IN, , 089022300, 01, KY, BLACK LUNG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1861491615, 2, , <UNAVAIL>, EAST END AMBULANCE SERVICE INC, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 602 ELM ST, , CRAB ORCHARD, KY, 404199793, US, 6063557412, 6063557998, 07/14/2005, 03/22/2011, , , , , BENGE, KEITH, , CHIEF, 6063557412, 341600000X, 1440, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, KY, UMWA, 000000271660, 01, KY, ANTHEM, 56025596, 05, KY, , 55069033, 05, KY, , 590015161, 01, KY, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1881693638, 2, , <UNAVAIL>, ESTILL COUNTY EMS, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 22 MERCY COURT, , IRVINE, KY, 403361331, US, 6067232124, 6067236610, 07/14/2005, 04/20/2008, , , , , JACKSON, RON, , CHIEF, 8006764785, 341600000X, 1388, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55033013, 05, KY, , 1143774, 01, KY, PASSPORT, 000000070069, 01, KY, ANTHEM, =========, 01, KY, UMWA, 56003916, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1780683532, 2, , <UNAVAIL>, CITY OF FORT MITCHELL OFFICE OF TREASURER, , , , , , , CITY OF FT MITCHELL LIFE SQUAD, 3, , , , , , , , 1105 SCHROCK RD, SUITE 610, COLUMBUS, OH, 432291146, US, 6149872006, 6149871989, 2355 DIXIE HWY, , FT MITCHELL, KY, 410172948, US, 8593311267, 8593316102, 07/14/2005, 10/09/2015, , , , , MCVEY, SCOTT, , CHIEF, 8593311267, 341600000X, 1472, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000039205, 01, KY, ANTHEM, 590011461, 01, KY, RAILROAD MEDICARE, =========, 01, KY, TRICARE, =========00, 01, OH, OH WORKERS COMP, =========, 01, KY, UMWA, 2513613, 05, OH, , 56007339, 05, KY, , 55059166, 05, KY, , 000001199826, 01, KY, CHA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
